Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Short first metatarsal,"2263, 3209","176, 2131, 2778, 3207, 347240, 5264, 5744, 7048, 7227, 8200, 8728, 89970, 90","2033, 2260, 57020",2,13,3,5
Skin erosion,"128240, 1294, 1832, 1893, 27032, 3691, 3815, 3848, 3852, 3858, 3861, 3909, 3914, 3918, 5339, 5498, 7389, 7390, 9333",,"10269, 1280, 1475, 151188, 2050, 2623, 2767, 4000, 54101",19,0,9,28
Atrioventricular canal defect,"132884, 1482, 168507, 1717, 2121, 23522, 2626, 2627, 2657, 6910, 7547",4090,"1000, 100128908, 10265, 11020, 11193, 11198, 118856, 137814, 1770, 2072, 2187, 219844, 2200, 220136, 22827, 2294, 23129, 23476, 25790, 25885, 2653, 27152, 2735, 2737, 28952, 4054, 4087, 4750, 4838, 50619, 51057, 51626, 5566, 5567, 5587, 55997, 56896, 57020, 5781, 5894, 673, 6899, 7026, 7204, 7403, 78987, 79813, 79989, 8216, 8318, 83475, 83871, 90416, 93, 9361, 9719, 9897, 9939",11,1,58,69
Dehydration,"1080, 11005, 1188, 1583, 1585, 1591, 1811, 190, 1956, 26154, 26276, 27034, 326625, 3284, 359, 3758, 3767, 3858, 4306, 50617, 5314, 554, 57061, 6338, 6340, 6523, 6524, 6557, 6774, 6833, 771, 7809, 79731, 9451","2984, 3764, 3784, 4624, 4625, 4878, 4879, 59341, 7134, 7137, 9780","1026, 1027, 1030, 1031, 105371045, 114548, 1187, 121214, 126410, 137682, 1497, 151516, 1537, 1621, 166785, 189, 1962, 197322, 204, 2074, 2212, 23221, 242, 25974, 2628, 2645, 28957, 29760, 3155, 346171, 348938, 3507, 3543, 3630, 3651, 3712, 38, 3909, 3914, 3918, 3938, 4072, 4221, 4358, 4568, 4594, 4645, 477, 478, 4952, 5019, 50674, 5095, 5096, 5293, 5295, 5325, 55898, 56262, 59344, 6326, 6337, 643418, 6507, 6513, 6569, 6584, 6688, 6809, 6820, 6929, 7040, 7051, 773, 79827, 81570, 84693, 973, 974",34,11,79,113
Shoulder dislocation,"1277, 1289, 165",,"10564, 11285, 124583, 126792, 1278, 1290, 160418, 2316, 2317, 23327, 26229, 375, 3835, 4000, 4131, 5033, 55768, 55780, 55790, 57167, 63895, 64131, 64132, 64412, 6497, 6910, 8985, 92344, 9469",3,0,29,32
Broad nasal tip,"10075, 10847, 11011, 158326, 2006, 23133, 2317, 23314, 25836, 3756, 4297, 50485, 51305, 51317, 51322, 54496, 55252, 60, 60529, 64324, 64840, 6597, 7021, 7403, 7994, 80232, 8573, 8812, 92002, 9653","1861, 22941, 22982, 23181, 8085","10060, 1009, 10210, 10664, 10736, 11133, 11198, 112939, 114034, 1499, 170692, 178, 1806, 1859, 196528, 1968, 2132, 2137, 2186, 221322, 22827, 22930, 23126, 23219, 23221, 23325, 23394, 23404, 23545, 253738, 257, 25782, 25886, 26040, 26123, 26137, 26834, 27086, 2720, 27245, 27315, 2736, 285590, 29072, 29081, 317662, 3190, 324, 3265, 3425, 3480, 374654, 3782, 3832, 389827, 4036, 4052, 4076, 4081, 415, 4750, 4893, 51085, 51259, 5147, 51780, 523, 526, 529, 5293, 54870, 54880, 55023, 5515, 55650, 5573, 5575, 55784, 55869, 56006, 57459, 57465, 57492, 57511, 57688, 5792, 5813, 5915, 5927, 5977, 6197, 6261, 6418, 64359, 64864, 65250, 6598, 6601, 6602, 6605, 6638, 6659, 6664, 6872, 6885, 6909, 7020, 7175, 7291, 7518, 7528, 7543, 7750, 79583, 79718, 80204, 80816, 81887, 8289, 8364, 8367, 84282, 84720, 8481, 85440, 8558, 8733, 90417, 9091, 9126, 9131, 93210, 9578, 9759, 9851",30,5,135,165
Ebstein anomaly of the tricuspid valve,"4625, 4841, 7168",,"158326, 57158, 7528",3,0,3,6
Abnormality of the foot musculature,1785,"1760, 22954, 4359, 59345","10020, 26580, 274, 3178, 4000, 4618, 4625, 55958, 6261, 64419, 9987",1,4,11,12
Tarsal synostosis,"2317, 392255, 4621, 5447, 8200, 9241",,"2260, 2261, 2263, 22856, 2316, 259232, 267010, 2737, 538, 64093, 64327, 658, 6885, 7136, 7140, 7169, 8195, 8481, 9496",6,0,19,25
Enlarged sylvian cistern,2639,,"22930, 25782, 79029, 80055",1,0,4,5
Dolichocephaly,"112752, 182, 2200, 2263, 27245, 2737, 28981, 4088, 4534, 51098, 51305, 55764, 57539, 57728, 6329, 64324, 6497, 7020, 7043, 7528, 83987, 9742, 9820",,"100033413, 100151683, 10293, 10297, 10300, 10370, 10459, 10526, 10765, 10815, 10943, 11117, 11133, 11198, 11253, 1146, 116442, 1272, 128, 1281, 1289, 129563, 137814, 138050, 140628, 145624, 1482, 1487, 165, 1718, 1747, 1801, 1802, 199857, 207, 2072, 2137, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 2201, 2202, 2218, 2254, 22858, 23135, 23169, 23221, 23233, 2324, 23312, 23327, 23363, 23414, 23545, 23742, 249, 25, 253738, 26173, 2626, 2627, 2653, 2657, 26834, 2702, 27161, 2783, 29089, 29998, 30008, 3021, 3190, 3295, 338433, 3423, 3425, 3572, 3590, 3636, 3653, 372, 3756, 3759, 3762, 3791, 3845, 3954, 4015, 4054, 4087, 411, 4247, 4297, 4330, 444, 4591, 4598, 4621, 4784, 4849, 4853, 4854, 4882, 4883, 5000, 51126, 51256, 51259, 5189, 5190, 5192, 5193, 5194, 5195, 526, 5297, 5351, 54551, 546, 54808, 54820, 54872, 55033, 55120, 55159, 55215, 5528, 55553, 5557, 55623, 55670, 55681, 55697, 55780, 55870, 55904, 56098, 5631, 5649, 56937, 56992, 5700, 57222, 5728, 5745, 57697, 5824, 5828, 5830, 5888, 5889, 5894, 60529, 6134, 6261, 633, 641, 64864, 6519, 6536, 6711, 672, 673, 675, 6899, 6910, 7042, 7046, 7048, 7291, 7421, 7468, 7469, 7516, 7681, 7701, 79005, 791114, 79639, 79728, 79875, 8076, 80816, 8085, 81031, 83737, 83990, 8425, 84464, 84570, 8481, 8504, 8506, 85358, 8567, 875, 8799, 8924, 90459, 91179, 9320, 9342, 9409, 9578, 9581, 9702, 9853, 9896, 9997",23,0,214,237
Hypokalemic alkalosis,"1187, 1188, 1586, 3291, 3758, 3766, 6338, 6557, 6559, 7809","130497, 3762, 3773","10320, 3106, 58528",10,3,3,13
Undetectable electroretinogram,"10002, 1201, 1406, 167691, 23155, 23418, 346007, 4647, 4901, 55812, 6121, 64802, 768206, 9227",,"10083, 1200, 2055, 28982, 3295, 5130, 5147, 5538, 55624, 55857, 57096, 57545, 7287, 8842, 9742",14,0,15,29
Hypoplasia of penis,"128674, 170302, 2177, 2260, 2516, 26012, 2688, 285025, 3209, 367, 3730, 4214, 4920, 50937, 54101, 5447, 54756, 55717, 585, 60529, 6658, 6662, 6716, 6736, 6926, 7050, 79087, 79625, 8318, 84634, 8626, 9723","268, 284654, 3664, 54361, 668","1000, 100033413, 10011, 100147744, 100151683, 10046, 10075, 1009, 10236, 10277, 1028, 103, 10324, 10329, 10371, 10466, 10535, 10584, 10585, 10630, 10661, 10806, 10908, 11020, 11041, 1108, 11277, 11284, 113179, 114034, 114049, 1146, 1161, 117581, 123016, 1282, 128637, 129563, 129880, 131118, 131377, 132158, 132320, 134353, 1349, 135886, 1363, 140679, 145624, 148789, 148867, 150094, 1528, 155368, 155382, 157657, 1586, 1605, 1630, 1641, 1656, 166379, 1717, 1723, 1763, 1841, 1848, 1855, 1857, 1859, 1889, 190, 1954, 1968, 197131, 2006, 201595, 202018, 2068, 2074, 2132, 2146, 2187, 2188, 2218, 2239, 2253, 22858, 22930, 22931, 22954, 23013, 23040, 23116, 23126, 23247, 23312, 23314, 23347, 23414, 23426, 23432, 23476, 23512, 23522, 23524, 23594, 23742, 23767, 2535, 253738, 2563, 25782, 25836, 25914, 25939, 25942, 26005, 26040, 26160, 2619, 2626, 26608, 2690, 27145, 27152, 2719, 27241, 27245, 2736, 2737, 2775, 2783, 2796, 2798, 283987, 28514, 286, 2892, 28952, 2902, 2917, 2969, 29925, 29954, 29957, 3052, 3239, 3284, 3293, 3339, 338433, 340419, 341640, 3481, 348180, 3653, 3670, 3703, 372, 3736, 374654, 3814, 389549, 3911, 3952, 3972, 3981, 3984, 4010, 4047, 4281, 4534, 4621, 4659, 4703, 473, 4750, 4761, 4808, 4838, 4867, 4983, 49855, 4990, 4998, 5000, 5015, 5048, 5087, 51053, 51057, 51082, 51085, 51132, 51227, 51317, 51339, 51684, 51741, 523, 5277, 529, 5324, 5396, 5426, 54539, 54551, 54585, 546, 54809, 54897, 54903, 55112, 55120, 55148, 55210, 55212, 55315, 55593, 55624, 55636, 55697, 55777, 55784, 558, 55869, 5590, 5591, 56203, 56623, 56896, 5700, 57020, 5718, 57187, 5727, 57539, 57560, 57647, 5781, 58, 582, 583, 5885, 59336, 5982, 60, 60675, 6091, 617, 6261, 6299, 6309, 6324, 6326, 63895, 63901, 63976, 64135, 64324, 64359, 6469, 6492, 6496, 6497, 653361, 6608, 6657, 6663, 6711, 6792, 6804, 6812, 6845, 6866, 6870, 6905, 6925, 6938, 6949, 6997, 701, 7259, 729920, 7317, 7319, 7403, 745, 7458, 7461, 7473, 7474, 7476, 7490, 7518, 7531, 7546, 7681, 7737, 7798, 7840, 7874, 791114, 79140, 79147, 79228, 79621, 79633, 79659, 79718, 79738, 79751, 79813, 79947, 80036, 80067, 80144, 80152, 80173, 80184, 80210, 80311, 80776, 8085, 8091, 815, 81603, 81620, 81848, 8195, 8242, 8243, 8294, 8295, 84100, 84153, 84162, 84163, 84172, 84197, 84277, 84295, 8450, 8468, 84823, 84892, 84976, 84984, 8510, 8514, 8567, 8573, 8820, 8822, 8879, 8882, 8924, 8925, 8928, 89884, 89891, 9031, 9091, 9126, 91801, 9215, 92482, 9394, 9496, 9533, 9562, 95681, 9569, 9578, 9786, 9839, 9851, 9896, 9897, 990, 9915, 9968",32,5,383,415
Ectropion,"117581, 1500, 1906, 2303, 26154, 285848, 3858, 51099, 54101, 55612, 7051, 7403, 79092, 8085, 998","220296, 321, 4853, 5308, 54413, 5925","10060, 10526, 10664, 10894, 11128, 121214, 126410, 136647, 147372, 1493, 151516, 16, 161742, 1643, 1723, 1748, 19, 1954, 200734, 204219, 2050, 2068, 2071, 2072, 2073, 2074, 2078, 2202, 22800, 22808, 2313, 23194, 2324, 23394, 242, 26038, 2623, 2624, 2629, 267010, 26834, 2697, 285, 2892, 2961, 29969, 3190, 324, 3265, 348938, 3655, 3691, 374654, 3832, 3845, 4038, 404672, 4297, 4668, 4763, 4893, 51163, 51360, 5339, 5373, 5429, 54345, 5500, 5594, 5604, 5605, 5629, 5649, 57003, 57165, 5781, 5784, 5879, 5894, 5921, 5922, 59344, 6016, 6045, 6097, 6237, 64324, 643418, 64411, 6654, 6655, 668, 673, 6820, 6897, 7075, 7133, 7248, 7249, 7389, 7390, 7424, 7507, 7508, 7543, 7737, 79633, 79987, 8036, 8216, 833, 85358, 8642, 867, 8828, 8829, 940, 9508, 9620, 9780, 999",15,6,121,136
Epididymitis,"3459, 3586, 695, 7099",85438,"101928376, 1230, 149233, 3106, 337867, 3501, 3514, 355, 3592, 4067, 4210, 51752, 5696, 6775, 720, 7374, 8302",4,1,17,21
Pseudohypoaldosteronism,"26249, 4306, 6337, 65125, 65266, 8452",,,6,0,0,6
Giant platelets,"2582, 2811, 2812, 2815, 3674, 4627, 64240","10269, 23218, 4000, 7171, 7454","10559, 3930, 64241, 9382, 948",7,5,5,12
Thenar muscle atrophy,"26580, 91252","10342, 1756, 2705, 2717, 3178, 6311, 8086","10491, 11014, 11117, 11285, 121340, 126792, 1277, 1278, 1311, 166929, 1834, 202018, 23184, 23187, 249, 258, 2617, 26229, 3425, 3710, 375056, 3799, 387733, 3977, 4041, 4703, 5033, 5034, 51360, 51594, 5165, 5176, 5352, 5358, 5376, 5479, 55151, 55603, 60681, 64131, 64132, 64175, 649, 65055, 6678, 7471, 7481, 79879, 80208, 84068, 871, 8729, 8884, 8985, 89866, 90993, 92344, 9276, 9469, 9871, 9898",2,7,61,63
Erectile dysfunction,"1027, 10371, 207, 26278, 3662, 367, 4001, 5155, 650, 6663, 7015, 7276","10498, 1545, 1803, 2879, 3604, 3934, 3976, 4088, 4843, 4846, 5328, 6502, 8654","1026, 1030, 1031, 128674, 129607, 148738, 1630, 1848, 190, 215, 2253, 2260, 2332, 23767, 2581, 26012, 27235, 2796, 2798, 285025, 2982, 30061, 3043, 3074, 3077, 3730, 3814, 389549, 4221, 4693, 4771, 4808, 5159, 51684, 5277, 5290, 54756, 55636, 55717, 57462, 57817, 58494, 60675, 6315, 64072, 654, 6575, 6598, 6605, 6608, 6866, 6870, 7036, 724066, 79625, 79903, 81848, 8314, 83550, 84231, 84634, 8820, 8822, 8913, 9049, 9213, 9394",12,13,67,79
Abnormal circulating globulin concentration,"213, 567",2638,"2495, 26191, 3106, 3123, 4261, 5054, 5340, 5993, 5994, 7018, 8625, 8974",2,1,12,14
Enamel hypomineralization,"10117, 152816, 1747, 256764, 401138, 8111, 84957, 9622","1080, 1499, 249, 258, 26504, 27173, 284111, 3936, 3939, 50964, 6280, 7317, 8364, 94059","1729, 5251",8,14,2,10
Cough,"10309, 10568, 1080, 112744, 115399, 1288, 1438, 1439, 1493, 1536, 1767, 1770, 21, 221421, 339829, 345895, 3561, 374407, 5073, 5295, 54768, 55036, 5981, 6337, 6338, 6440, 64446, 6772, 6774, 7249, 727897, 729238, 81608, 83544, 8701, 89765","100996717, 128239, 1294, 1432, 1636, 4314, 4524","10056, 10144, 10320, 10342, 10551, 10558, 10585, 10758, 115948, 123872, 1287, 1314, 139212, 146845, 152110, 161582, 164781, 1776, 1832, 200373, 2057, 2064, 2193, 2302, 23250, 23568, 23639, 23765, 246176, 254428, 25913, 25923, 25981, 26191, 2622, 2629, 27019, 27148, 29760, 29926, 3106, 3113, 3115, 3117, 3119, 3123, 3431, 345643, 3507, 352909, 3543, 359948, 3662, 38, 388389, 4141, 4359, 440275, 4519, 4842, 4869, 4893, 4926, 51062, 51314, 51364, 51741, 51750, 5265, 5293, 5371, 5376, 54014, 54880, 54914, 54919, 54970, 55130, 55172, 5557, 5573, 5604, 56244, 56262, 5657, 56683, 5914, 5971, 6049, 60684, 6103, 6340, 64581, 64859, 653509, 659, 6674, 6688, 673, 6777, 6929, 7012, 7015, 7048, 7080, 7248, 7704, 79718, 79925, 79991, 80025, 8086, 8314, 83538, 8382, 83861, 8481, 84818, 85016, 85452, 85478, 8974, 91039, 9244, 92749, 93233, 9517, 9663, 973, 974, 9940",36,7,131,167
Abnormal circulating lipid concentration,"10555, 1071, 10743, 116519, 1374, 1376, 1581, 1583, 1593, 165, 1733, 19, 1962, 20, 208, 213, 215, 2200, 2542, 255738, 25970, 26119, 2629, 26580, 2710, 27329, 284119, 3064, 3158, 3172, 326625, 331, 335, 336, 338, 338328, 344, 345, 348, 367, 3931, 3949, 3952, 3953, 3988, 3990, 3991, 4000, 4023, 4160, 4547, 50814, 51099, 51128, 5244, 5264, 5321, 5346, 5406, 54551, 5468, 57104, 582, 6307, 6342, 64087, 64240, 64241, 64788, 6609, 6901, 6927, 7351, 7941, 8443, 84699, 8504, 857, 8694, 8788, 8879, 9149, 9420, 950","2309, 2668, 26959, 337, 5444, 5446, 57572, 627, 706, 83854","100033413, 10059, 10134, 10165, 10269, 10342, 10522, 10651, 10682, 10806, 10842, 10878, 109, 11020, 11128, 11145, 11284, 1130, 113220, 114049, 1174, 123016, 128989, 1294, 129880, 132158, 132320, 133686, 135886, 137682, 145624, 147007, 1497, 150, 155368, 155382, 157657, 1588, 166379, 1717, 1718, 1738, 178, 182, 197131, 2006, 2010, 201163, 201294, 2053, 2137, 2193, 2222, 2235, 2273, 22845, 22948, 22954, 23028, 23040, 23064, 23096, 2314, 23224, 23345, 23474, 2353, 23533, 23534, 23600, 23742, 2538, 25839, 2584, 2590, 25974, 26160, 2628, 2639, 26608, 2683, 2690, 27034, 2717, 27241, 2778, 2819, 283209, 284654, 286053, 28976, 2969, 29929, 2998, 3030, 3033, 3075, 3078, 3155, 3295, 338433, 34, 35, 3592, 3594, 3604, 3653, 3663, 37, 3712, 3758, 3767, 388015, 3984, 3998, 4040, 4056, 4205, 4312, 435, 4556, 4644, 4645, 4695, 4854, 4867, 4868, 4952, 49855, 50485, 50619, 51057, 51241, 5130, 51604, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5256, 5257, 5261, 5283, 5294, 537, 5373, 5424, 5450, 54585, 54840, 54903, 55065, 55186, 55210, 55212, 55315, 55384, 55388, 5551, 55670, 55687, 55768, 55775, 55788, 55806, 5660, 5692, 5696, 5699, 57122, 5824, 5826, 5828, 583, 5830, 5836, 585, 5873, 5982, 63036, 6309, 6341, 63924, 6514, 6515, 653361, 6557, 6569, 6573, 6584, 6689, 6804, 6811, 6813, 6833, 6907, 7252, 7274, 7458, 7461, 7486, 7518, 7555, 7681, 7827, 7840, 788, 79087, 791114, 79188, 79258, 79738, 79796, 79798, 79989, 80067, 80173, 80184, 80270, 81, 8195, 8309, 83483, 83550, 84033, 84100, 84163, 84277, 84317, 8468, 84693, 84823, 84868, 84896, 84984, 85021, 8565, 859, 8676, 8799, 8924, 89910, 9031, 90411, 9049, 9056, 90624, 92482, 93627, 9409, 9569, 9966",84,10,255,339
Axillary freckling,4763,675,"161742, 2956, 4292, 4771",1,1,4,5
Membranoproliferative glomerulonephritis,"1777, 2542, 718, 8526",81494,"5238, 54345, 57169, 712, 84823",4,1,5,9
Upper limb spasticity,"10280, 10558, 23503, 3798, 51271, 57679, 84320",383,"11160, 1183, 220296, 23111, 23259, 2521, 2583, 51117, 51412, 51704, 5277, 57038, 57156, 57165, 57187, 57704, 6304, 6687, 6904, 80208, 81790, 823, 85465, 9420, 9897",7,1,25,32
Prominent antihelix,"132884, 2121",23511,"1861, 23431, 2736, 29998, 4247, 51322, 6567, 7025, 7994, 80055, 8241, 9230, 9401, 9896",2,1,14,16
Color vision test abnormality,"1261, 22926, 2780, 5146, 5149, 54714, 611",,"10939, 6103, 79152",7,0,3,10
Hamstring contractures,"1756, 203859","122042, 1291, 1293, 131873, 1785, 2010, 374393, 4625, 59350, 6261, 7273, 779","215, 2273, 4000, 4976, 57190, 58, 825",2,12,7,9
Congenital giant melanocytic nevus,"238, 3265, 4893, 5894, 6660, 673, 9839",,,7,0,0,7
Chills,"1493, 7098",2879,"114548, 148022, 2035, 2038, 286, 29110, 2995, 3030, 3032, 4598, 5314, 6521, 6708, 6710, 7133, 7187, 81622, 84868, 940",2,1,19,21
Congenital contracture,"100128927, 10195, 10216, 10269, 10585, 1073, 112, 113189, 1134, 11340, 1146, 1291, 1303, 131377, 163175, 170689, 1718, 1861, 199857, 2065, 2073, 2201, 2218, 22880, 23299, 23345, 23396, 23522, 23729, 246329, 259232, 26053, 26276, 2733, 2737, 2783, 285489, 29940, 3339, 342035, 4000, 4593, 4604, 4620, 4621, 4649, 4703, 4927, 5081, 51008, 51010, 5297, 5352, 54101, 54551, 55593, 55605, 55627, 55906, 56203, 57211, 57222, 57498, 58, 5913, 59341, 60681, 6329, 63894, 63895, 65055, 6843, 6904, 7136, 7169, 7170, 7317, 7443, 777, 79147, 79158, 825, 84896, 8506, 8818, 91137, 91754, 9325, 9496, 9896","10329, 1292, 1293, 1294, 2010, 7273, 779","1020, 10324, 10526, 1103, 11117, 113179, 1145, 1182, 127833, 1281, 1305, 165, 171023, 1785, 200205, 2067, 2068, 2074, 2200, 2202, 23129, 23265, 23287, 23389, 23443, 25, 26153, 2629, 2632, 2645, 2673, 27286, 283989, 29954, 30008, 34, 3630, 3651, 3655, 3691, 375790, 3767, 3800, 390594, 3911, 4015, 4054, 4087, 4088, 444, 4626, 4654, 4882, 4883, 4897, 51117, 5119, 51305, 5339, 5351, 5393, 55033, 55165, 5530, 55681, 56937, 56975, 57003, 5980, 60482, 6263, 633, 63925, 6497, 6536, 6572, 6576, 6616, 6663, 6774, 6833, 7042, 7043, 7046, 7048, 7528, 7846, 79875, 8076, 81031, 8216, 84162, 84340, 84665, 875, 91574, 91869, 9215, 9289, 9319, 9326, 94005, 9928",90,7,103,193
Submucous cleft palate,"1718, 4089, 8214, 8626, 9949",,"100151683, 1009, 10220, 10269, 10329, 10524, 10526, 10585, 10735, 11041, 11128, 1280, 1282, 139285, 148789, 1499, 1605, 219844, 2218, 23347, 23498, 23522, 23594, 246329, 26123, 27245, 29954, 29998, 3373, 344167, 374654, 3845, 3981, 4000, 4750, 4841, 4998, 5000, 51053, 51305, 51729, 54487, 54880, 54888, 5528, 55553, 55624, 5575, 5604, 5605, 57479, 57688, 57822, 5885, 6228, 63895, 6418, 6477, 6496, 6651, 6662, 673, 6899, 729920, 7314, 79147, 81620, 8220, 8318, 833, 84197, 8443, 8452, 84892, 9215, 93986, 9653, 9791, 9839, 990, 9993",5,0,81,86
Gastrointestinal arteriovenous malformation,"2022, 4089, 94",,"11146, 2658",3,0,2,5
Myocardial fibrosis,"22845, 2318, 27068, 3920, 4000, 4625, 4633, 5054, 57158, 70, 7139, 84665","1277, 1281, 1893, 199, 207, 3162, 4087, 4088, 4092, 4312, 4313, 4780, 6772, 6774, 7124, 7157, 7422, 836","100820829, 10112, 10848, 2218, 4591, 6123, 7137, 7840",12,18,8,20
Abnormal limb epiphysis morphology,"1277, 1280, 1299, 1311, 176, 2121, 2131, 2261, 2317, 415, 51715, 59341, 8200, 860","126393, 2230","100151683, 10491, 10815, 10847, 11014, 11117, 11277, 11285, 1161, 121340, 124583, 126792, 1278, 1297, 1298, 1300, 1301, 1302, 132884, 134218, 1387, 1462, 1487, 166929, 1834, 1836, 1855, 1857, 202018, 2033, 2074, 2137, 2316, 23184, 23187, 2335, 249, 2535, 25782, 258, 25839, 26160, 26229, 26277, 2720, 2879, 28957, 2972, 3339, 3549, 375056, 3756, 3769, 3799, 3835, 387733, 388015, 389434, 3954, 3977, 4036, 4041, 405753, 406932, 4148, 4256, 4750, 4796, 4882, 4883, 5033, 5034, 50485, 50506, 51098, 51119, 5116, 51360, 5144, 51594, 5176, 5286, 5352, 5358, 538, 53834, 5447, 5449, 545, 5479, 54808, 54928, 55151, 55214, 55325, 55384, 55603, 5573, 55790, 55898, 5626, 56992, 579, 5830, 5885, 5979, 6023, 60561, 60681, 6137, 6197, 6299, 633, 63895, 6399, 64131, 64132, 64135, 64175, 64374, 64412, 649, 6497, 652, 6528, 658, 6678, 6729, 7038, 7173, 7227, 7252, 7253, 7468, 7471, 7474, 7481, 79631, 79848, 79879, 8022, 81031, 84068, 84189, 8443, 84572, 84695, 871, 8788, 8820, 8838, 8985, 89866, 89884, 89970, 90459, 90993, 91252, 9131, 91754, 92344, 9276, 9321, 9382, 9451, 9469, 9496, 9509, 9652, 9653, 9719, 9742, 9786, 9871, 990",14,2,175,189
Abnormality of neuronal migration,"1000, 10000, 1020, 10243, 10319, 10381, 10524, 1062, 10716, 116115, 1282, 1376, 1436, 153241, 157922, 160418, 1641, 170302, 1778, 1822, 1859, 200894, 2009, 203068, 207, 2218, 2261, 2290, 23126, 2316, 23229, 23265, 23299, 2332, 23327, 23499, 23522, 23545, 2475, 25914, 259266, 26005, 26047, 26153, 2619, 26276, 27286, 284403, 28514, 29123, 347733, 374654, 375, 3796, 3800, 387119, 3908, 3912, 401, 4123, 4131, 4204, 4683, 4692, 4761, 478, 4784, 4897, 5048, 5080, 51075, 51741, 51807, 523, 5296, 54187, 545, 54806, 54820, 55367, 55624, 55704, 55755, 5649, 56623, 56896, 57178, 5728, 57465, 57492, 5879, 6091, 6496, 6598, 6601, 6608, 6651, 6664, 7050, 7280, 7283, 7436, 7531, 7546, 7846, 79633, 79848, 80173, 80311, 80781, 81689, 8239, 8289, 8320, 835, 8481, 84823, 8573, 8642, 8738, 8777, 894, 9662, 9681, 9839","1312, 28960, 4858, 6297, 7355, 9869","10015, 100151683, 100506658, 10128, 1021, 10210, 10262, 10293, 10297, 10300, 10329, 10367, 10383, 10463, 10464, 10564, 10585, 10617, 10641, 10733, 10785, 10815, 10844, 10978, 11041, 11113, 11128, 11193, 11253, 11267, 11274, 11284, 112858, 116461, 120, 1281, 1284, 128637, 1406, 140679, 145226, 1457, 147372, 148789, 1496, 150094, 1605, 163786, 167691, 168667, 171023, 1717, 1718, 1781, 1911, 196528, 200205, 2067, 2108, 2109, 2110, 219844, 219854, 2222, 2253, 2271, 22858, 22859, 22930, 22931, 22983, 22995, 23007, 23013, 23036, 23090, 23116, 2313, 23141, 23162, 23219, 23247, 23261, 23310, 23312, 23322, 23417, 23418, 23512, 23746, 253959, 25776, 25782, 25942, 26123, 26128, 26227, 26235, 267010, 2678, 26834, 27077, 27183, 27229, 27245, 2736, 2744, 2775, 2782, 283989, 284058, 284217, 286204, 2879, 28952, 2902, 29081, 2917, 29899, 29920, 29925, 29954, 29957, 29968, 29980, 3000, 3090, 317662, 3190, 3295, 343035, 348180, 3614, 3736, 3769, 3832, 387787, 388015, 392255, 4001, 400569, 403, 412, 4176, 4292, 4329, 4330, 440, 440138, 4613, 4659, 4677, 4700, 4750, 477, 4838, 4867, 4948, 4953, 50814, 50937, 51002, 51008, 51053, 51091, 51112, 51124, 51227, 51259, 5130, 51362, 5147, 51524, 5160, 5162, 51645, 51684, 5189, 5190, 5192, 5193, 5194, 5195, 526, 529, 5290, 5297, 5354, 5395, 54551, 5457, 54903, 54931, 54973, 55005, 55262, 55384, 55605, 55627, 55640, 55644, 55656, 55670, 55697, 55746, 55780, 55790, 55812, 55835, 5591, 5610, 56915, 57020, 57082, 57096, 57122, 57187, 5727, 57282, 57511, 57514, 57545, 57572, 57647, 57688, 57724, 5824, 5828, 5830, 5859, 59, 5908, 5977, 60, 60386, 6121, 6197, 6301, 6311, 6324, 6326, 6328, 63894, 63925, 64121, 6469, 6472, 64802, 6491, 65062, 65250, 6597, 6602, 6605, 6638, 6659, 6792, 6884, 6997, 71, 7109, 7161, 7284, 7287, 729920, 7443, 7453, 7490, 7518, 79023, 79042, 79068, 79087, 79143, 79147, 79583, 79600, 79644, 79648, 79693, 79718, 79751, 79867, 79903, 80144, 80184, 80210, 80232, 80254, 80746, 80776, 8131, 81603, 8270, 8295, 8312, 8405, 84065, 84081, 84148, 84162, 84197, 84314, 84340, 8449, 8450, 84520, 84570, 84879, 84892, 84942, 8496, 84976, 84978, 85015, 8504, 85378, 85459, 8788, 8799, 8884, 8928, 9091, 90952, 91147, 91875, 9215, 92255, 9227, 9276, 9289, 9326, 9342, 9361, 9373, 9401, 9409, 9442, 9488, 9508, 95681, 9657, 9692, 9731, 9742, 9786, 9851, 9896, 9897, 9928, 9968",125,6,351,476
Pharyngitis,7132,"3552, 4210, 54472, 581, 596, 7097, 7128","10312, 1991, 26191, 2672, 3106, 3115, 3123, 331, 4068, 4791, 55315, 6728, 7852, 79087, 81570, 8974",1,7,16,17
Demyelinating motor neuropathy,4747,,"10342, 246243, 57165, 57731, 85465",1,0,5,6
Long toe,"1293, 23522, 4882, 6611",3239,"10020, 10265, 10526, 11128, 11285, 1291, 1292, 1303, 1376, 2200, 22827, 2313, 23133, 2770, 3756, 3782, 388015, 4297, 4883, 50814, 51111, 51520, 55384, 5573, 56975, 5745, 57459, 579, 60676, 64132, 6595, 6660, 79759, 84231, 84265, 8788, 8813, 91179, 9158, 9496, 9772, 9839",4,1,42,46
