Gene Set Name,# Genes DB1,# Genes DB2,# Common,Union Size,% Similarity
Exocrine pancreatic insufficiency,72,57,55,74,74.32
Exodeviation,158,55,47,166,28.31
Exstrophy,7,17,6,18,33.33
Extrahepatic cholestasis,10,6,4,12,33.33
Exudative retinopathy,57,7,6,58,10.34
Facial hemangioma,21,2,2,21,9.52
Facial tics,15,1,1,15,6.67
Failure of eruption of permanent teeth,5,1,1,5,20.0
Failure to thrive in infancy,129,23,23,129,17.83
Fair hair,20,4,2,22,9.09
Fatigable weakness of bulbar muscles,64,6,5,65,7.69
Fatigue,500,314,305,509,59.92
Feeding difficulties in infancy,641,368,367,642,57.17
Female pseudohermaphroditism,7,7,3,11,27.27
Femur fracture,5,9,5,9,55.56
Fetal akinesia sequence,34,26,25,35,71.43
Fetal ultrasound soft marker,129,75,68,136,50.0
Few cafe-au-lait spots,7,2,2,7,28.57
Fibroadenoma of the breast,9,3,3,9,33.33
Finger aplasia,93,11,11,93,11.83
Finger clinodactyly,532,336,333,535,62.24
Fingernail dysplasia,16,22,16,22,72.73
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,6,7,6,7,85.71
Flared iliac wing,22,18,18,22,81.82
Flat face,639,93,93,639,14.55
Flattened epiphysis,47,7,7,47,14.89
Floppy infant,194,171,168,197,85.28
Foam cells,16,20,11,25,44.0
Focal autonomic seizure,11,10,8,13,61.54
Focal dystonia,140,89,84,145,57.93
Focal hyperkinetic seizure,7,9,7,9,77.78
Focal impaired awareness seizure,177,35,35,177,19.77
Focal motor status epilepticus,17,19,15,21,71.43
Focal sensory seizure,18,14,12,20,60.0
Follicular hyperplasia,15,15,12,18,66.67
Foot dorsiflexor weakness,147,111,111,147,75.51
Foot oligodactyly,11,12,10,13,76.92
Frontal cortical atrophy,13,8,6,15,40.0
Fulminant hepatic failure,7,2,2,7,28.57
Functional intestinal obstruction,10,7,6,11,54.55
Gait ataxia,267,222,219,270,81.11
Gangrene,56,10,10,56,17.86
Gastrointestinal arteriovenous malformation,5,4,4,5,80.0
Gastrointestinal desmoid tumor,7,6,6,7,85.71
Gastrointestinal eosinophilia,16,14,14,16,87.5
Gastrointestinal obstruction,93,76,73,96,76.04
Gastrointestinal ulcer,51,39,28,62,45.16
Generalized aminoaciduria,15,14,11,18,61.11
Generalized dystonia,35,23,23,35,65.71
Generalized edema,27,7,7,27,25.93
Generalized hyperkeratosis,14,3,3,14,21.43
Generalized hyperpigmentation,39,10,10,39,25.64
Generalized hypopigmentation of hair,50,27,27,50,54.0
Generalized muscle weakness,134,122,117,139,84.17
Generalized weakness of limb muscles,5,20,4,21,19.05
Genu valgum,670,64,64,670,9.55
Giant cell hepatitis,5,5,4,6,66.67
Giant platelets,12,14,11,15,73.33
Gingival recession,7,3,3,7,42.86
Gingivitis,34,9,9,34,26.47
Glutaric aciduria,7,8,7,8,87.5
Goiter,62,52,52,62,83.87
Gonadal neoplasm,106,87,87,106,82.08
Gonadotropin deficiency,8,6,6,8,75.0
Hamartomatous polyposis,15,7,7,15,46.67
Hamstring contractures,9,17,9,17,52.94
Hand apraxia,6,1,1,6,16.67
Hand monodactyly,11,10,8,13,61.54
Hand muscle weakness,51,32,32,51,62.75
Helicobacter pylori infection,5,4,3,6,50.0
Hemangioblastoma,18,13,11,20,55.0
Hemangiomatosis,21,9,8,22,36.36
Hematemesis,21,15,9,27,33.33
Hematochezia,42,11,11,42,26.19
Hemianopia,59,10,10,59,16.95
Hemihypertrophy,26,27,22,31,70.97
Hemiplegia,44,21,21,44,47.73
Hemivertebrae,62,42,42,62,67.74
Hepatic fibrosis,151,122,114,159,71.7
Hepatitis,92,74,61,105,58.1
Hernia,616,160,160,616,25.97
Herpes simplex encephalitis,10,8,6,12,50.0
Heterotaxy,30,11,11,30,36.67
High forehead,313,142,141,314,44.9
Highly arched eyebrow,226,23,23,226,10.18
Hip dislocation,755,92,92,755,12.19
Histiocytosis,6,9,6,9,66.67
Humeroradial synostosis,11,4,4,11,36.36
Hydrometrocolpos,29,3,3,29,10.34
Hydrops fetalis,182,69,65,186,34.95
Hyperactive deep tendon reflexes,28,14,13,29,44.83
Hyperactivity,565,271,271,565,47.96
Hyperacusis,29,21,10,40,25.0
Hyperextensibility of the finger joints,26,22,17,31,54.84
Hyperkalemia,41,41,37,45,82.22
Hyperleucinemia,5,3,1,7,14.29
Hyperlipidemia,166,103,99,170,58.24
Hypermethioninemia,9,5,5,9,55.56
Hyperostosis,54,40,39,55,70.91
Hyperpigmentation in sun-exposed areas,7,4,4,7,57.14
Hypertelorism,872,457,455,874,52.06
Hypertension,450,267,267,450,59.33
Hyperventilation,40,20,20,40,50.0
Hypocalcemia,87,28,28,87,32.18
Hypocalcemic tetany,10,8,7,11,63.64
Hypochloremia,7,8,7,8,87.5
Hypoglycemic coma,22,5,5,22,22.73
Hypoglycosylation of alpha-dystroglycan,11,11,11,11,100.0
Hypohidrosis,75,56,55,76,72.37
Hypokalemia,102,63,60,105,57.14
Hypokalemic alkalosis,13,17,12,18,66.67
Hypokalemic metabolic alkalosis,10,15,9,16,56.25
Hypoketotic hypoglycemia,15,8,8,15,53.33
Hypokinesia,57,47,43,61,70.49
Hypolipoproteinemia,69,50,49,70,70.0
Hypopigmentation of the skin,215,67,67,215,31.16
Hypopituitarism,186,56,56,186,30.11
Hypoplasia of penis,415,298,297,416,71.39
Hypoplasia of the fovea,36,26,26,36,72.22
Hypoplasia of the iris,63,30,30,63,47.62
Hypoplasia of the uterus,53,8,8,53,15.09
Hypoplastic anemia,7,7,7,7,100.0
Hypoplastic aortic arch,14,3,3,14,21.43
Hypoplastic fingernail,53,43,39,57,68.42
Hypoplastic iris stroma,8,10,7,11,63.64
Hypoplastic nipples,41,28,28,41,68.29
Hypoplastic spleen,10,10,8,12,66.67
Hyporeflexia of upper limbs,10,11,9,12,75.0
Hyposmia,52,47,47,52,90.38
Hypotelorism,147,100,98,149,65.77
Hypotension,112,88,88,112,78.57
Hypouricemia,17,10,9,18,50.0
Ileus,34,27,27,34,79.41
Immotile cilia,13,11,11,13,84.62
Impaired mastication,52,37,35,54,64.81
Impaired myocardial contractility,10,26,10,26,38.46
Impaired pain sensation,84,65,63,86,73.26
Imperforate hymen,5,4,2,7,28.57
Impotence,62,38,38,62,61.29
Increased circulating aldosterone concentration,33,12,12,33,36.36
Increased circulating androgen concentration,19,6,6,19,31.58
Increased circulating gonadotropin level,94,48,48,94,51.06
Increased circulating hemoglobin concentration,14,14,14,14,100.0
Increased circulating lactate dehydrogenase concentration,84,12,12,84,14.29
Increased corneal thickness,5,4,4,5,80.0
Increased density of long bones,573,13,13,573,2.27
Increased female libido,18,11,8,21,38.1
Increased inflammatory response,1380,1150,1146,1384,82.8
Increased mean platelet volume,28,15,15,28,53.57
Increased pulmonary vascular resistance,13,17,11,19,57.89
Increased sensitivity to ionizing radiation,14,6,6,14,42.86
Infantile spasms,159,124,115,168,68.45
Infection following live vaccination,25,24,22,27,81.48
Inflammation of the large intestine,132,50,50,132,37.88
Inguinal hernia,342,131,131,342,38.3
Inheritance qualifier,336,279,277,338,81.95
Insistence on sameness,6,10,4,12,33.33
Insulin resistance,111,76,76,111,68.47
Insulinoma,6,3,3,6,50.0
Intermittent diarrhea,22,14,13,23,56.52
Intermittent episodes of respiratory insufficiency due to muscle weakness,14,3,3,14,21.43
Interosseus muscle atrophy,5,6,5,6,83.33
Interrupted aortic arch,22,15,15,22,68.18
Intervertebral disk degeneration,6,2,2,6,33.33
Intestinal atresia,67,53,49,71,69.01
Intestinal lymphangiectasia,5,3,3,5,60.0
Intestinal malrotation,155,68,66,157,42.04
Intraventricular hemorrhage,10,3,3,10,30.0
Involuntary vocalization,52,36,34,54,62.96
Iridocyclitis,12,10,8,14,57.14
Iris coloboma,181,128,125,184,67.93
Iris hypopigmentation,63,12,12,63,19.05
Iris melanoma,5,5,4,6,66.67
Iris transillumination defect,15,18,10,23,43.48
Iron accumulation in brain,16,15,14,17,82.35
Irregularly shaped sperm tail,17,17,11,23,47.83
Joint stiffness,202,154,151,205,73.66
Juvenile cataract,11,14,11,14,78.57
Juvenile myelomonocytic leukemia,18,15,13,20,65.0
Ketotic hypoglycemia,12,19,12,19,63.16
Knee contracture,140,66,64,142,45.07
Knee joint hypermobility,5,11,4,12,33.33
Lacrimal duct aplasia,11,3,3,11,27.27
Lacrimal duct stenosis,20,17,16,21,76.19
Lacrimation abnormality,93,79,77,95,81.05
Lactic acidosis,203,163,153,213,71.83
Large fontanelles,205,18,18,205,8.78
Large for gestational age,53,44,38,59,64.41
Large posterior fontanelle,19,12,10,21,47.62
Large sella turcica,14,12,10,16,62.5
Laryngeal edema,5,3,3,5,60.0
Laryngotracheal stenosis,5,8,5,8,62.5
Late young adult onset,43,40,37,46,80.43
Late-onset proximal muscle weakness,7,4,4,7,57.14
Lateral ventricle dilatation,95,20,19,96,19.79
Leber optic atrophy,10,17,9,18,50.0
Left ventricular hypertrophy,117,57,57,117,48.72
Left ventricular noncompaction cardiomyopathy,22,10,10,22,45.45
Leiomyosarcoma,28,38,26,40,65.0
Leukoencephalopathy,238,100,100,238,42.02
Limb ataxia,92,81,81,92,88.04
Limb dystonia,86,72,69,89,77.53
Limb joint contracture,541,372,370,543,68.14
Limb muscle weakness,364,330,330,364,90.66
Limb-girdle muscle weakness,102,62,62,102,60.78
Limitation of knee mobility,65,7,7,65,10.77
Limitation of neck motion,38,8,8,38,21.05
Limited neck range of motion,11,14,7,18,38.89
Localized skin lesion,959,634,626,967,64.74
Long foot,28,12,10,30,33.33
Long nasal bridge,5,6,4,7,57.14
Long nose,42,15,12,45,26.67
Long toe,46,24,23,47,48.94
Long upper lip,8,6,5,9,55.56
Loss of eyelashes,6,6,3,9,33.33
Loss of subcutaneous adipose tissue in limbs,11,9,9,11,81.82
Low anterior hairline,146,18,18,146,12.33
Low back pain,15,20,10,25,40.0
Low serum calcitriol,7,9,6,10,60.0
Lower eyelid coloboma,10,5,5,10,50.0
Lower limb asymmetry,50,6,6,50,12.0
Lower limb hyperreflexia,91,64,64,91,70.33
Lower limb spasticity,269,204,203,270,75.19
Lumbar hyperlordosis,630,13,13,630,2.06
Lymphangiectasis,10,14,8,16,50.0
Lymphangioma,11,3,3,11,27.27
Lymphoproliferative disorder,17,18,17,18,94.44
Macular hyperpigmentation,7,3,2,8,25.0
Macular scar,5,3,3,5,60.0
Macular thickening,108,33,33,108,30.56
Macule,235,172,169,238,71.01
Malaise,46,38,29,55,52.73
Malar flattening,280,106,106,280,37.86
Malignant neoplasm of the central nervous system,99,100,83,116,71.55
Mandibular aplasia,13,12,6,19,31.58
Maternal autoimmune disease,14,10,9,15,60.0
Maturity-onset diabetes of the young,21,17,17,21,80.95
Median cleft upper lip,41,35,29,47,61.7
Medulloblastoma,19,34,19,34,55.88
Membranoproliferative glomerulonephritis,9,5,5,9,55.56
Meningioma,44,31,31,44,70.45
Mental deterioration,397,150,149,398,37.44
Metabolic alkalosis,19,11,11,19,57.89
Metamorphopsia,46,38,34,50,68.0
Metatarsal synostosis,7,7,6,8,75.0
Methemoglobinemia,6,4,4,6,66.67
Methylmalonic aciduria,23,14,14,23,60.87
Microangiopathic hemolytic anemia,15,12,12,15,80.0
Microcytic anemia,51,39,37,53,69.81
Microphallus,17,7,6,18,33.33
Middle age onset,256,216,212,260,81.54
Midline defect of the nose,17,16,14,19,73.68
Minicore myopathy,9,10,9,10,90.0
Mitral valve calcification,36,10,6,40,15.0
Mitral valve prolapse,138,76,73,141,51.77
Mixed hearing impairment,40,12,12,40,30.0
Moderately short stature,5,8,5,8,62.5
Moon facies,15,12,12,15,80.0
Motor delay,1492,892,889,1495,59.46
Motor seizure,459,362,359,462,77.71
Mottled pigmentation,8,3,3,8,37.5
Multicystic kidney dysplasia,99,81,78,102,76.47
Multifocal cerebral white matter abnormalities,16,12,12,16,75.0
Multinodular goiter,7,4,4,7,57.14
Multiple gastric polyps,27,14,14,27,51.85
Multiple myeloma,8,5,4,9,44.44
Multiple renal cysts,76,61,59,78,75.64
Multiple suture craniosynostosis,12,3,3,12,25.0
Muscle abnormality related to mitochondrial dysfunction,105,55,54,106,50.94
Muscle fiber cytoplasmatic inclusion bodies,33,30,28,35,80.0
Muscle fiber tubular inclusions,8,4,4,8,50.0
Muscle flaccidity,16,4,4,16,25.0
Muscle spasm,189,33,33,189,17.46
Muscle stiffness,84,34,34,84,40.48
Muscle weakness,1553,878,876,1555,56.33
Myeloid leukemia,31,47,29,49,59.18
Myocardial fibrosis,20,25,18,27,66.67
Myocarditis,22,10,10,22,45.45
Myopia,722,189,182,729,24.97
Myotonia,34,14,14,34,41.18
Nail dysplasia,199,48,48,199,24.12
Nail dystrophy,147,113,112,148,75.68
Narrow internal auditory canal,15,13,12,16,75.0
Narrow mouth,239,22,21,240,8.75
Natal tooth,38,24,21,41,51.22
Nausea,101,37,36,102,35.29
Neck muscle weakness,95,49,48,96,50.0
Neonatal alloimmune thrombocytopenia,15,4,4,15,26.67
Neonatal hyperbilirubinemia,24,18,18,24,75.0
Neonatal omphalitis,10,7,5,12,41.67
Neonatal seizure,11,16,11,16,68.75
Neonatal seizure with electrographic correlate,5,4,4,5,80.0
Neoplasm of fatty tissue,58,18,18,58,31.03
Neoplasm of the adrenal cortex,28,12,11,29,37.93
Neoplasm of the anterior pituitary,66,19,19,66,28.79
Neoplasm of the eye,49,43,43,49,87.76
Neoplasm of the large intestine,121,107,102,126,80.95
Neoplasm of the thymus,6,5,5,6,83.33
Neoplasm of the tracheobronchial system,23,22,21,24,87.5
Nephrolithiasis,148,110,109,149,73.15
Nephrotic syndrome,140,111,108,143,75.52
Neuroinflammation,27,21,21,27,77.78
Nocturia,17,7,7,17,41.18
Nodular regenerative hyperplasia of liver,6,10,4,12,33.33
Non-midline cleft palate,28,4,4,28,14.29
Noncompaction cardiomyopathy,30,21,14,37,37.84
Nonketotic hypoglycemia,13,5,4,14,28.57
Nonprogressive cerebellar ataxia,10,4,4,10,40.0
Nonprogressive encephalopathy,5,8,4,9,44.44
Nontuberculous mycobacterial pulmonary infection,21,16,16,21,76.19
Normochromic anemia,39,28,27,40,67.5
Nystagmus,1108,718,717,1109,64.65
Ocular albinism,29,10,10,29,34.48
Ocular pain,20,25,17,28,60.71
Onychomycosis,23,16,15,24,62.5
Open mouth,125,47,46,126,36.51
Optic disc coloboma,29,24,21,32,65.62
Optic nerve compression,578,17,11,584,1.88
Oral aversion,17,12,4,25,16.0
Organic aciduria,125,51,51,125,40.8
Orofacial dyskinesia,28,20,20,28,71.43
Oromotor apraxia,28,2,2,28,7.14
Orthokeratotic hyperkeratosis,7,8,7,8,87.5
Osseous finger syndactyly,6,2,2,6,33.33
Osteolysis,115,72,69,118,58.47
Osteopathia striata,5,2,2,5,40.0
Osteopetrosis,20,15,15,20,75.0
Ovarian neoplasm,76,88,71,93,76.34
Overfriendliness,26,8,7,27,25.93
Overgrowth,47,47,45,49,91.84
Overgrowth of external genitalia,8,11,6,13,46.15
Overlapping fingers,85,28,24,89,26.97
Pain,1319,703,697,1325,52.6
Palmoplantar blistering,11,14,10,15,66.67
Pancreatic cysts,37,8,7,38,18.42
Pancreatic hypoplasia,24,24,22,26,84.62
Pancreatic islet cell adenoma,9,4,4,9,44.44
Pancreatic pseudocyst,5,5,4,6,66.67
Pancreatitis,104,75,70,109,64.22
Papilledema,28,25,22,31,70.97
Papilloma,58,52,47,63,74.6
Parasomnia,45,6,6,45,13.33
Parathyroid hyperplasia,10,5,4,11,36.36
Parietal bossing,8,9,8,9,88.89
Parietal foramina,14,13,13,14,92.86
Partial anomalous pulmonary venous return,11,10,8,13,61.54
Past medical history,184,112,112,184,60.87
Patellar aplasia,22,11,11,22,50.0
Patellar dislocation,98,10,10,98,10.2
Patellar subluxation,35,11,7,39,17.95
Pedal edema,57,8,7,58,12.07
Pelvic girdle amyotrophy,5,6,3,8,37.5
Periauricular skin pits,145,59,59,145,40.69
Perineal hypospadias,6,3,3,6,50.0
Periodontitis,64,36,27,73,36.99
Periorbital edema,108,78,77,109,70.64
Peripheral arterial stenosis,33,26,26,33,78.79
Peripheral visual field loss,104,92,91,105,86.67
Peritonitis,47,20,20,47,42.55
Periventricular cysts,16,5,5,16,31.25
Periventricular leukomalacia,53,37,32,58,55.17
Peroneal muscle atrophy,12,9,9,12,75.0
Peroneal muscle weakness,8,6,6,8,75.0
Persistently decreased total neutrophil count,9,20,8,21,38.1
Pes cavus,330,216,216,330,65.45
Pes planus,865,43,43,865,4.97
Pharyngitis,17,13,9,21,42.86
Phenotypic variability,84,73,69,88,78.41
Pheochromocytoma,28,27,27,28,96.43
Phocomelia,8,14,7,15,46.67
Pigmentary retinopathy,394,110,110,394,27.92
Pilomatrixoma,9,9,8,10,80.0
Platyspondyly,606,80,80,606,13.2
Pleural effusion,143,74,71,146,48.63
Pleuritis,28,30,24,34,70.59
Polyarticular arthropathy,52,43,40,55,72.73
Polyembolokoilamania,5,1,1,5,20.0
Polymorphic ventricular tachycardia,10,10,10,10,100.0
Polyuria,39,23,23,39,58.97
Poor appetite,617,27,27,617,4.38
Poor fine motor coordination,69,8,8,69,11.59
Portal fibrosis,18,9,9,18,50.0
Positional foot deformity,530,8,7,531,1.32
Postaxial foot polydactyly,70,24,24,70,34.29
Postaxial hand polydactyly,95,64,63,96,65.62
Posteriorly rotated ears,500,170,167,503,33.2
Preauricular skin tag,80,36,34,82,41.46
Premature arteriosclerosis,8,8,8,8,100.0
Premature loss of teeth,85,42,42,85,49.41
Premature ovarian insufficiency,66,37,36,67,53.73
Premature pubarche,13,5,4,14,28.57
Premature rupture of membranes,17,11,6,22,27.27
Premature thelarche,17,10,10,17,58.82
Prematurely aged appearance,200,128,124,204,60.78
Prenatal death,67,21,21,67,31.34
Primary hyperaldosteronism,10,6,6,10,60.0
Primary hyperparathyroidism,14,21,12,23,52.17
Primary hypothyroidism,5,2,1,6,16.67
Primary microcephaly,75,45,45,75,60.0
Proboscis,21,2,2,21,9.52
Profound global developmental delay,73,33,33,73,45.21
Progressive cerebellar ataxia,64,54,54,64,84.38
Progressive distal muscle weakness,19,18,15,22,68.18
Progressive external ophthalmoplegia,44,42,40,46,86.96
Progressive hearing impairment,64,31,30,65,46.15
Progressive macrocephaly,7,8,7,8,87.5
Progressive microcephaly,92,66,66,92,71.74
Progressive neurologic deterioration,72,55,50,77,64.94
Prolonged bleeding following procedure,32,26,26,32,81.25
Prolonged partial thromboplastin time,84,13,13,84,15.48
Prominent antihelix,16,12,12,16,75.0
Prominent forehead,301,71,71,301,23.59
Prominent interphalangeal joints,6,2,2,6,33.33
Prominent nasal bridge,240,107,105,242,43.39
Prostate cancer,32,33,31,34,91.18
Prostatitis,7,5,4,8,50.0
Protein-losing enteropathy,20,9,9,20,45.0
Protrusio acetabuli,37,3,3,37,8.11
Proximal amyotrophy,60,52,50,62,80.65
Proximal symphalangism of hands,8,5,5,8,62.5
Pseudobulbar paralysis,22,13,13,22,59.09
Pseudoepiphyses of hand bones,16,12,12,16,75.0
Pseudohypoaldosteronism,6,6,6,6,100.0
Psychomotor deterioration,20,19,14,25,56.0
Psychotic episodes,18,3,3,18,16.67
Pterygium,51,35,30,56,53.57
Ptosis,822,473,466,829,56.21
Puberty and gonadal disorders,1047,189,189,1047,18.05
Pulmonary artery stenosis,112,54,54,112,48.21
Pulmonary edema,30,23,20,33,60.61
Pulmonary lymphangiectasia,5,2,1,6,16.67
Punctate cataract,14,13,11,16,68.75
Quadriceps muscle atrophy,5,7,4,8,50.0
Quadriceps muscle weakness,22,21,18,25,72.0
Radial bowing,41,30,26,45,57.78
Radial deviation of finger,60,35,35,60,58.33
Radial deviation of the hand or of fingers of the hand,70,47,45,72,62.5
Raynaud phenomenon,55,7,7,55,12.73
Reactive hypoglycemia,7,7,6,8,75.0
Receptive language delay,16,3,3,16,18.75
Rectal fistula,26,19,13,32,40.62
Rectal polyposis,6,15,5,16,31.25
Rectal prolapse,81,25,25,81,30.86
Recurrent aspiration pneumonia,32,2,1,33,3.03
Recurrent cutaneous fungal infections,63,11,11,63,17.46
Recurrent ear infections,21,15,9,27,33.33
Recurrent fever,106,87,84,109,77.06
Recurrent hand flapping,30,12,12,30,40.0
Recurrent long bone fractures,5,1,1,5,20.0
Recurrent lower respiratory tract infections,252,190,183,259,70.66
Recurrent maladaptive behavior,1090,468,465,1093,42.54
Recurrent opportunistic infections,10,12,9,13,69.23
Recurrent pancreatitis,25,21,14,32,43.75
Recurrent paroxysmal headache,32,21,16,37,43.24
Recurrent protozoan infections,5,3,3,5,60.0
Recurrent sinusitis,76,59,59,76,77.63
Recurrent spontaneous abortion,12,14,8,18,44.44
Recurrent thrombophlebitis,7,10,7,10,70.0
Recurrent viral infections,61,29,29,61,47.54
Red hair,8,2,2,8,25.0
Reduced attention regulation,540,398,397,541,73.38
Reduced circulating prolactin concentration,22,18,17,23,73.91
Reduced forced expiratory volume in one second,30,12,12,30,40.0
Reduced forced vital capacity,39,40,30,49,61.22
Reduced pancreatic beta cells,7,9,7,9,77.78
Reduced progressive sperm motility,23,23,18,28,64.29
Reduced tendon reflexes,624,418,418,624,66.99
Redundant skin,94,55,54,95,56.84
Reflex seizure,22,19,14,27,51.85
Renal agenesis,214,143,141,216,65.28
Renal atrophy,7,10,7,10,70.0
Renal salt wasting,22,12,11,23,47.83
Renal tubular dysfunction,132,104,97,139,69.78
Repetitive compulsive behavior,13,8,6,15,40.0
Resting tremor,60,24,24,60,40.0
Restrictive behavior,17,20,11,26,42.31
Retinal arteriolar tortuosity,34,17,13,38,34.21
Retinal hole,7,11,6,12,50.0
Retinal neovascularization,10,12,9,13,69.23
Retinal pigment epithelial mottling,48,11,11,48,22.92
Rhinitis,114,18,18,114,15.79
Rhizomelic arm shortening,10,8,7,11,63.64
Rib segmentation abnormalities,13,3,3,13,23.08
Ridged fingernail,9,1,1,9,11.11
Right atrial enlargement,25,22,18,29,62.07
Rotary nystagmus,26,20,17,29,58.62
Saccadic smooth pursuit,26,5,5,26,19.23
Sagittal craniosynostosis,26,16,16,26,61.54
Salivary gland neoplasm,11,10,9,12,75.0
Sarcoma,165,143,137,171,80.12
Scaphocephaly,67,6,5,68,7.35
Scarring,123,86,85,124,68.55
Scarring alopecia of scalp,19,3,3,19,15.79
Schwannoma,16,17,12,21,57.14
Scleral staphyloma,10,13,3,20,15.0
Sclerocornea,49,10,10,49,20.41
Scleroderma,12,6,6,12,50.0
Sclerotic vertebral endplates,6,3,3,6,50.0
Seborrheic dermatitis,28,2,2,28,7.14
Secondary amenorrhea,72,29,29,72,40.28
Secundum atrial septal defect,47,6,6,47,12.77
Selective tooth agenesis,45,36,35,46,76.09
Severe global developmental delay,234,110,109,235,46.38
Severe intrauterine growth retardation,15,10,10,15,66.67
Severe varicella zoster infection,13,12,10,15,66.67
Severe viral infection,40,28,27,41,65.85
Severely reduced visual acuity,45,49,42,52,80.77
Shagreen patch,5,3,3,5,60.0
Shallow acetabular fossae,11,7,6,12,50.0
Shawl scrotum,25,16,15,26,57.69
Shield chest,32,7,7,32,21.88
Short clavicles,585,34,34,585,5.81
Short face,19,9,8,20,40.0
Short first metatarsal,5,7,3,9,33.33
Short middle phalanx of the 2nd finger,8,8,7,9,77.78
Short palpebral fissure,151,93,90,154,58.44
Short philtrum,257,162,159,260,61.15
Short sternum,14,15,9,20,45.0
Short thumb,127,70,68,129,52.71
Short tibia,27,22,21,28,75.0
Shoulder dislocation,32,4,4,32,12.5
Shoulder flexion contracture,9,6,5,10,50.0
Shoulder girdle muscle weakness,56,22,22,56,39.29
Silver-gray hair,6,2,2,6,33.33
Simple febrile seizure,28,3,3,28,10.71
Single transverse palmar crease,723,108,101,730,13.84
Sinus bradycardia,30,18,18,30,60.0
Sinus tachycardia,28,5,4,29,13.79
Skeletal dysplasia,633,382,382,633,60.35
Skeletal muscle atrophy,1124,419,411,1132,36.31
Skin appendage neoplasm,18,16,16,18,88.89
Skin dimple,126,30,30,126,23.81
Skin erosion,28,25,25,28,89.29
Skin rash,173,147,121,199,60.8
Slender finger,164,12,12,164,7.32
Sloping forehead,190,65,64,191,33.51
Slow pupillary light response,39,28,28,39,71.79
Slowed slurred speech,6,6,5,7,71.43
Slowly progressive,160,153,147,166,88.55
Small for gestational age,275,73,73,275,26.55
Small hand,122,89,86,125,68.8
Small nail,187,100,97,190,51.05
Small placenta,9,4,4,9,44.44
Small vessel vasculitis,5,3,3,5,60.0
Soft tissue sarcoma,117,104,95,126,75.4
Sparse eyelashes,78,53,52,79,65.82
Sparse lateral eyebrow,36,19,18,37,48.65
Spastic paraplegia,118,96,96,118,81.36
Spherocytosis,8,7,7,8,87.5
Spinal canal stenosis,46,38,35,49,71.43
Spinal cord tumor,13,18,10,21,47.62
Splanchnic vein thrombosis,24,7,7,24,29.17
Splenomegaly,495,403,387,511,75.73
Split foot,13,10,10,13,76.92
Spotty hyperpigmentation,9,2,1,10,10.0
Spotty hypopigmentation,9,7,7,9,77.78
Sprengel anomaly,54,25,23,56,41.07
Squamous cell carcinoma,70,75,63,82,76.83
Stapes ankylosis,8,9,8,9,88.89
Stiff skin,7,14,7,14,50.0
Stillbirth,32,36,27,41,65.85
Stomatocytosis,15,16,15,16,93.75
Subcortical heterotopia,12,12,10,14,71.43
Subcortical white matter calcifications,6,3,2,7,28.57
Subcutaneous nodule,92,88,85,95,89.47
Subdural hemorrhage,15,2,2,15,13.33
Submucous cleft palate,86,57,57,86,66.28
Submucous cleft soft palate,11,13,9,15,60.0
Subvalvular aortic stenosis,23,20,18,25,72.0
Sudden episodic apnea,19,2,1,20,5.0
Sudden unexpected death in epilepsy,10,8,7,11,63.64
Superficial thrombophlebitis,18,18,15,21,71.43
Supraventricular tachycardia,58,53,49,62,79.03
Sutural cataract,8,7,7,8,87.5
Syndactyly,842,293,292,843,34.64
Synostosis involving digits,17,16,15,18,83.33
Synostosis of carpal bones,26,5,5,26,19.23
Syringomyelia,33,22,20,35,57.14
Talipes equinovarus,461,262,259,464,55.82
Tapered finger,150,78,73,155,47.1
Tarsal synostosis,25,8,8,25,32.0
Temporal cortical atrophy,26,19,18,27,66.67
Temporal pattern,24,12,12,24,50.0
Teratoma,11,6,5,12,41.67
Tessier cleft,20,3,3,20,15.0
Testicular dysgenesis,13,14,12,15,80.0
Tetraparesis,123,99,97,125,77.6
Thenar muscle atrophy,63,19,13,69,18.84
Thick corpus callosum,19,15,13,21,61.9
Thick lower lip vermilion,154,86,85,155,54.84
Thick vermilion border,299,209,208,300,69.33
Thickened cortex of bones,573,33,33,573,5.76
Thickened skin,432,322,314,440,71.36
Thin nail,16,11,11,16,68.75
Thin ribs,80,44,39,85,45.88
Thin upper lip vermilion,330,27,27,330,8.18
Third degree atrioventricular block,12,12,8,16,50.0
Thoracic kyphoscoliosis,24,2,2,24,8.33
Thoracic platyspondyly,6,10,5,11,45.45
Thyroid agenesis,7,10,6,11,54.55
Tibial bowing,101,39,38,102,37.25
Tinnitus,71,48,42,77,54.55
Tissue ischemia,137,82,82,137,59.85
Toe joint contracture,60,9,9,60,15.0
Tongue muscle weakness,16,3,3,16,18.75
Tongue thrusting,17,3,2,18,11.11
Torsion dystonia,8,5,5,8,62.5
Total ophthalmoplegia,8,13,8,13,61.54
Transposition of the great arteries,85,43,35,93,37.63
Triangular mouth,21,18,10,29,34.48
Trichorrhexis nodosa,13,10,9,14,64.29
True hermaphroditism,21,24,16,29,55.17
Type 2 muscle fiber atrophy,19,17,15,21,71.43
Ulcerative colitis,17,10,9,18,50.0
Ulnar deviation of finger,65,11,11,65,16.92
Ulnar deviation of the hand,33,6,6,33,18.18
Ulnar deviation of the hand or of fingers of the hand,96,12,12,96,12.5
Ulnar deviation of the wrist,20,8,7,21,33.33
