Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Abnormal tarsal ossification,"10682, 124583, 1280, 23169, 3636, 4148, 5745, 9451",2317,3209,8,1,1,9
Abnormal temper tantrums,"10664, 10743, 1457, 26047, 7874",,"10093, 10352, 10522, 10524, 10847, 11011, 1182, 1499, 23040, 23096, 2314, 23314, 23394, 26040, 2629, 2770, 347733, 4692, 4948, 51204, 51319, 54551, 5528, 55690, 57551, 5977, 6334, 6492, 6638, 84320, 8481, 93986",5,0,32,37
Abnormal testis morphology,"10046, 10075, 10082, 10084, 10155, 10210, 10236, 1024, 10265, 1027, 10274, 10277, 1028, 1029, 10297, 10329, 10370, 104, 10459, 10466, 10484, 10524, 10568, 10584, 10585, 10587, 10606, 10630, 10664, 10667, 10682, 10683, 10734, 1080, 10806, 10815, 10847, 10908, 10978, 10982, 10984, 11020, 1109, 11193, 11200, 11281, 11285, 113189, 114034, 1146, 117581, 1182, 1183, 1193, 1230, 123016, 125150, 127534, 1281, 1282, 128674, 129563, 129880, 131118, 134218, 134701, 1349, 135886, 136647, 137814, 1387, 140628, 145173, 145873, 1468, 147372, 1482, 1487, 148789, 148867, 150468, 1528, 154197, 155382, 157570, 157657, 157680, 157922, 1583, 158401, 1586, 16, 1605, 1617, 1630, 1643, 1646, 165, 1654, 1656, 166379, 170302, 170689, 1717, 1723, 1736, 1748, 1760, 1761, 1785, 1788, 1802, 182, 1822, 1855, 1857, 1859, 190, 1947, 1954, 196528, 1984, 200162, 2006, 200734, 201595, 203068, 2033, 2067, 2068, 207, 2071, 2072, 2073, 2074, 2130, 2146, 2175, 2177, 2189, 2192, 22, 221037, 221692, 2239, 2253, 2260, 2261, 2263, 22808, 22884, 22954, 22995, 23013, 23040, 23112, 23126, 2313, 23133, 23135, 2316, 23169, 2317, 2324, 23241, 23312, 23314, 23327, 23345, 23347, 23384, 23389, 23394, 23405, 23414, 23426, 23432, 23483, 23512, 23522, 23545, 23556, 23767, 238, 246329, 2475, 2488, 2516, 2531, 2535, 253738, 254065, 254528, 2563, 25782, 25836, 25885, 25914, 259232, 26005, 26040, 26053, 26123, 26137, 26227, 2623, 2626, 2627, 26275, 26277, 2657, 268, 269, 2697, 27077, 27125, 2719, 27241, 27245, 27316, 2733, 2735, 2737, 274, 2778, 2798, 283120, 283847, 284058, 284403, 284654, 285, 285025, 285489, 286, 2887, 2891, 2892, 28952, 28957, 2904, 29123, 2961, 2972, 29895, 29925, 29954, 3052, 3170, 317719, 3187, 3229, 3239, 3265, 3284, 3293, 337867, 340719, 341640, 3476, 3481, 355, 3586, 3636, 3640, 3664, 367, 3703, 3708, 3730, 374654, 3763, 3784, 3814, 3845, 388015, 389549, 392255, 3952, 3953, 3954, 3955, 3972, 3973, 3975, 3981, 3984, 400569, 4010, 402381, 4047, 4081, 4089, 4094, 412, 4158, 4214, 4281, 4297, 4439, 4534, 4593, 4618, 4621, 4629, 4638, 4654, 4659, 4692, 4693, 4713, 472, 473, 4763, 4784, 4808, 4841, 4853, 4854, 4869, 4893, 4952, 4953, 4990, 50485, 50511, 5076, 5080, 5081, 50846, 5087, 50937, 50940, 50945, 51053, 51057, 51111, 51132, 51244, 51259, 51339, 51360, 5144, 51574, 5161, 51626, 51633, 51684, 51715, 51728, 51741, 51750, 51780, 5189, 5190, 5192, 5194, 5290, 5325, 5424, 5428, 54453, 54456, 5447, 54487, 5449, 54496, 545, 54539, 54585, 546, 54809, 54872, 54880, 54888, 54968, 5500, 55023, 55112, 55148, 55159, 55210, 55212, 55215, 55294, 55315, 55384, 55505, 5557, 55593, 55605, 55610, 55617, 55624, 55636, 5566, 5567, 55670, 55681, 55690, 55697, 55777, 558, 55869, 55870, 5590, 55901, 55904, 5594, 5604, 5605, 56154, 56155, 56159, 5626, 56896, 5700, 57054, 57055, 57135, 57187, 5728, 57492, 57545, 57560, 57647, 57680, 57688, 57697, 5781, 5792, 582, 5826, 5828, 583, 5831, 58499, 585, 5879, 5885, 5888, 5889, 5913, 5922, 59336, 5977, 5978, 6016, 60495, 60529, 60675, 6091, 6095, 6134, 6237, 6239, 6261, 627, 6299, 63895, 63901, 63976, 64093, 641, 64132, 64220, 64327, 64359, 64419, 64682, 6477, 64840, 6492, 6497, 650, 65062, 652, 65267, 6567, 6597, 6598, 6601, 6602, 6605, 6638, 6654, 6657, 6658, 6660, 6662, 6664, 6716, 672, 673, 6736, 675, 6770, 6775, 6804, 6870, 6875, 6878, 6885, 6899, 6905, 6925, 6926, 6928, 6949, 701, 7012, 7015, 7074, 7099, 7132, 7157, 7169, 72, 7258, 7259, 7291, 7298, 7319, 7403, 7424, 745, 7461, 7468, 7469, 7473, 7476, 7477, 7490, 7508, 7516, 7518, 7528, 7543, 7750, 7798, 7840, 7874, 79053, 79068, 791114, 79147, 79184, 79576, 79577, 79583, 79625, 79633, 79718, 79728, 79738, 79770, 79813, 79848, 79867, 7994, 79947, 80036, 80067, 80144, 80169, 80184, 80267, 80311, 8036, 80776, 80816, 8085, 8087, 8091, 815, 81620, 81839, 81887, 8195, 8214, 8216, 8241, 8243, 8260, 8287, 8289, 8295, 8302, 8318, 83483, 83879, 84100, 84172, 84181, 84197, 84225, 84277, 84282, 84295, 84314, 84320, 8450, 84515, 84634, 84667, 8468, 84690, 8473, 84733, 8481, 84919, 8496, 8504, 8510, 8514, 8567, 8626, 8653, 867, 8788, 8799, 8854, 8879, 8882, 8905, 8924, 89891, 90121, 90416, 91039, 91057, 91147, 9126, 9150, 91801, 91875, 9203, 9215, 92345, 92482, 92579, 9319, 9325, 93426, 9361, 93627, 9382, 9394, 9409, 9487, 9508, 9533, 9562, 9632, 9653, 9681, 9698, 9723, 9739, 9759, 9772, 9780, 9817, 9820, 9839, 9851, 9860, 9896, 9968, 998, 9993","1181, 163589, 26261, 27136, 346673, 3659, 3815, 51024, 51191, 54937, 55209, 57165, 79727, 81629","1000, 100033413, 10011, 100151683, 1009, 101928376, 10225, 10283, 10371, 10436, 10526, 10560, 10765, 11041, 1108, 11117, 11128, 11141, 1131, 113179, 114049, 1161, 122402, 124583, 126792, 128637, 1312, 132320, 132884, 1363, 140801, 144132, 145258, 145624, 145645, 149233, 153241, 155368, 1584, 1588, 175, 1763, 1798, 1836, 1841, 1848, 196385, 1968, 197131, 201134, 2121, 2122, 2132, 2176, 2178, 2187, 2188, 219844, 2200, 2201, 2202, 2218, 2222, 2245, 2255, 22800, 22858, 22930, 22931, 23028, 23116, 2312, 23141, 2332, 23322, 23476, 23530, 23594, 23742, 25, 25802, 2592, 25942, 26012, 26160, 26229, 26235, 26608, 2702, 2707, 2710, 27145, 2736, 2783, 2796, 2812, 285498, 286151, 29089, 2969, 29940, 29957, 29969, 29998, 30008, 3008, 3039, 3040, 3077, 3106, 317662, 3190, 3251, 326, 3339, 338433, 340419, 342035, 3459, 3592, 3653, 372, 374879, 375307, 3791, 3835, 389827, 4000, 4015, 404672, 4054, 4067, 4087, 4088, 4174, 4193, 4204, 421, 4210, 444, 4781, 4867, 4882, 4883, 4920, 4927, 4948, 4983, 49855, 4998, 5000, 5015, 5033, 5073, 51082, 51114, 51124, 51256, 5147, 51752, 5193, 5195, 523, 5277, 5286, 529, 5324, 5351, 5373, 53834, 54101, 5422, 5426, 54345, 5455, 54551, 54756, 54897, 54903, 54914, 54967, 55033, 55120, 55135, 55630, 55651, 55717, 5573, 55784, 55790, 56246, 5631, 5648, 56937, 57020, 57061, 57096, 57178, 5718, 5727, 57539, 57704, 5824, 5830, 5832, 5881, 5894, 59, 5915, 5940, 5982, 60, 617, 633, 64131, 64324, 64412, 65109, 65250, 653361, 654, 6572, 6595, 6611, 6655, 6659, 6663, 6794, 6812, 6845, 6866, 6874, 6897, 6904, 6911, 6938, 7020, 7042, 7043, 7046, 7048, 720, 7252, 7290, 729920, 7317, 7353, 7458, 7466, 7474, 7486, 7507, 7681, 7737, 7841, 7846, 78989, 79087, 79140, 79600, 79650, 79659, 79875, 80173, 80199, 80204, 8076, 81031, 81848, 8220, 8242, 8294, 833, 83479, 8367, 83700, 83990, 84163, 84300, 84340, 84464, 84823, 84892, 84984, 8643, 8726, 875, 8820, 8822, 8985, 89884, 9031, 90952, 91181, 92344, 93953, 94005, 9401, 9469, 9496, 9569, 9578, 9646, 9791, 990, 9915",671,14,306,977
Abnormal thalamus morphology,"10381, 10585, 129607, 1352, 1356, 1630, 170825, 2055, 207, 2670, 29925, 29954, 3074, 4771, 5155, 5290, 54209, 5428, 55209, 55624, 55770, 56652, 5727, 57462, 58494, 6513, 6598, 6605, 7015, 7846, 79147, 80347, 8314, 84197, 84231, 84705, 9440",,"23265, 2512, 347733, 51684, 5286, 54820, 55037, 55699, 56947, 5903, 6342, 6608, 7862, 91574",37,0,14,51
Abnormal thymus morphology,"100, 1026, 1027, 1030, 1031, 10714, 11128, 1161, 1312, 137814, 199857, 204, 207, 221037, 23129, 2812, 341640, 3561, 4221, 4524, 472, 51082, 55388, 55636, 56160, 57216, 57217, 5728, 57724, 5830, 5896, 5897, 6097, 6239, 64421, 6899, 6949, 7020, 7290, 7353, 7454, 80144, 84172, 8425, 8456, 8626, 91754, 9533, 9632",81788,"118429, 421, 5297, 6499, 6909, 7456, 8085, 84876, 92579, 9652",49,1,10,59
Abnormal tissue enzyme concentration or activity,"11019, 11285, 1200, 124583, 126792, 133686, 1376, 175, 178, 1807, 189, 1890, 191, 2027, 2184, 2203, 2235, 224, 229, 2317, 23417, 2542, 2548, 2581, 2593, 26229, 2628, 2678, 270, 2710, 2799, 2990, 3030, 31, 3155, 34, 3425, 37, 3712, 38, 388962, 4329, 4351, 443, 445, 4669, 4758, 4952, 5009, 5019, 5033, 5105, 51218, 5184, 5191, 5213, 5255, 5256, 5257, 5264, 5351, 5373, 5428, 54658, 5538, 5660, 5836, 5837, 5860, 593, 6309, 63895, 64131, 64132, 6497, 6697, 788, 7915, 80270, 8443, 8540, 8659, 875, 8985, 9380, 9469",,"132158, 162417, 200205, 23600, 3141, 3835, 387787, 4126, 4668, 51733, 5260, 5261, 549, 55790, 56922, 64412, 7841, 92344",86,0,18,104
Abnormal toe morphology,"100151683, 10020, 10054, 10059, 10075, 10195, 10210, 10216, 10225, 10236, 10265, 10269, 10274, 10293, 10397, 10459, 10522, 10526, 10586, 10630, 10651, 10664, 10682, 10907, 10982, 11020, 11107, 11128, 11193, 112, 11284, 1146, 117581, 1277, 1278, 1280, 1281, 1291, 1292, 129285, 1293, 1302, 1303, 1312, 132884, 135886, 1376, 137814, 1387, 1399, 145173, 1457, 1487, 150094, 153241, 166379, 168667, 170302, 1717, 1749, 176, 1788, 1832, 1836, 1855, 1859, 1861, 1947, 1954, 1959, 1984, 2006, 2019, 2033, 2072, 2121, 2132, 2192, 219844, 219854, 2200, 2201, 221037, 2239, 2254, 2255, 2261, 2263, 2273, 22827, 22856, 22978, 23013, 23095, 2313, 23133, 2316, 2317, 23247, 23261, 23288, 23291, 23312, 23314, 23327, 23387, 23394, 23476, 23512, 23522, 23529, 23556, 253738, 25836, 2590, 25942, 26123, 26154, 26160, 2617, 26227, 26229, 26278, 2629, 2643, 2690, 2697, 2702, 2703, 2719, 27241, 2735, 2737, 2778, 284252, 285362, 2879, 28952, 29895, 29920, 3187, 3190, 3209, 3239, 3248, 3295, 3315, 3480, 3549, 3691, 3728, 374654, 374879, 3759, 3782, 392255, 3954, 3984, 4000, 400916, 4038, 4204, 4208, 4212, 427, 4297, 4313, 4358, 4359, 444, 4621, 4626, 4654, 4750, 4784, 4841, 4853, 4882, 4897, 4920, 4929, 50515, 50814, 50945, 51053, 51057, 51085, 5116, 51227, 51259, 51339, 5144, 51524, 51633, 51715, 51776, 5191, 5264, 5281, 5283, 5290, 5307, 5339, 5375, 5376, 53834, 54101, 54499, 545, 54567, 54585, 547, 54806, 54888, 54897, 54903, 55023, 55081, 55209, 55212, 5528, 55315, 55593, 55650, 55764, 55777, 55790, 5587, 5590, 5593, 5594, 56623, 5696, 57096, 57167, 5744, 5745, 57459, 57465, 57492, 57514, 57545, 57560, 57572, 57716, 5818, 582, 583, 5831, 5898, 5932, 59341, 59344, 6023, 6049, 60676, 6091, 6299, 6304, 6326, 6329, 63895, 63976, 64093, 64116, 64132, 64324, 64327, 64359, 64423, 6469, 6473, 650, 65055, 65062, 65125, 652, 653361, 657, 658, 6603, 6608, 6647, 6660, 6662, 6736, 6840, 6899, 6910, 6913, 6925, 6926, 6938, 6942, 7021, 7043, 7092, 7140, 7169, 7204, 7290, 7291, 7353, 7415, 7443, 7461, 7474, 7476, 7480, 7528, 775, 7879, 79005, 79087, 79228, 79583, 79600, 79628, 79633, 79659, 79770, 79809, 79813, 79848, 79867, 7994, 80036, 80184, 80210, 81607, 81857, 8195, 8200, 8239, 8243, 8289, 8295, 84148, 84231, 8425, 84295, 84627, 84720, 8481, 8566, 8626, 8788, 90, 90952, 91147, 9126, 9150, 9158, 91754, 9320, 93627, 9373, 9469, 9487, 9496, 9509, 95681, 9757, 9772, 9896, 9927, 9968, 998",,"100, 1001, 10060, 10079, 10082, 10087, 10235, 10262, 10277, 1028, 10280, 10283, 10297, 10312, 10371, 10464, 10491, 1062, 10660, 10683, 10716, 10733, 10743, 1075, 10815, 10847, 10908, 10940, 10973, 11005, 11014, 11117, 11145, 11160, 11253, 11261, 112752, 11285, 113189, 113246, 114049, 114548, 1184, 118429, 1186, 118924, 118987, 120227, 121340, 124583, 126129, 126792, 127833, 128674, 1297, 1298, 1299, 1300, 1301, 1311, 1327, 134218, 134701, 1349, 137392, 138050, 139285, 140679, 142680, 1436, 145258, 145873, 1482, 150468, 151188, 1513, 155368, 155382, 157570, 157680, 158326, 1594, 16, 161742, 164, 165, 1656, 1663, 166929, 170691, 171023, 1718, 1723, 1747, 175, 1750, 1758, 1763, 1822, 1857, 1906, 1909, 200734, 200894, 202018, 203859, 2064, 2067, 207, 2077, 2122, 2131, 2137, 2146, 2175, 2176, 2177, 2178, 2186, 2187, 2188, 2189, 2202, 220296, 221322, 2222, 222663, 2245, 2253, 2260, 22800, 22808, 22858, 22880, 22930, 22995, 23090, 23096, 23102, 23111, 23116, 23118, 23126, 2314, 23169, 23184, 23213, 23233, 23322, 2335, 23363, 23384, 23426, 23432, 23443, 23483, 23498, 23545, 23586, 23592, 23594, 23761, 2395, 242, 249, 25, 2517, 2535, 2556, 255758, 2563, 257, 25776, 25782, 25839, 2588, 25885, 25886, 2591, 25911, 25923, 26005, 26040, 26100, 26146, 26173, 26175, 2626, 2627, 26353, 26503, 26580, 26608, 26834, 2688, 2692, 2693, 27031, 27077, 27152, 2720, 27343, 2736, 2767, 2770, 2773, 2775, 2799, 2812, 283120, 285203, 285590, 285600, 286053, 28957, 28960, 28962, 28981, 2902, 29072, 29089, 29123, 2917, 2969, 2972, 29887, 2990, 29940, 29957, 29968, 29980, 30008, 3020, 3035, 3039, 3040, 3110, 317662, 3207, 324, 3265, 3313, 3339, 3400, 340419, 341208, 341640, 3417, 3418, 342184, 3423, 3425, 3479, 3481, 348180, 3483, 3516, 3547, 3551, 3557, 3561, 3572, 3575, 3590, 3615, 3636, 3664, 3708, 3710, 372, 3720, 3736, 374969, 375056, 3756, 3762, 3764, 3835, 3845, 387, 387733, 388015, 3899, 3911, 3930, 3955, 3977, 3981, 4010, 4015, 403, 4041, 4052, 4053, 4054, 406932, 407975, 4087, 4088, 4089, 411, 4123, 4125, 4126, 4148, 4149, 415, 4174, 421, 4222, 4233, 4256, 4318, 4322, 4323, 4329, 4488, 4507, 4534, 4591, 4613, 4669, 4683, 473, 4747, 4758, 4761, 4763, 4796, 4848, 4851, 4880, 4883, 4893, 490, 4921, 4953, 4982, 4998, 5000, 5015, 5034, 50485, 50717, 5077, 50964, 51025, 51082, 51098, 51111, 51119, 51199, 5130, 51360, 5139, 5147, 51520, 51594, 51626, 51651, 51659, 5167, 51684, 51741, 5176, 5190, 5251, 526, 529, 5295, 5308, 5324, 5331, 5332, 5351, 5352, 5358, 54, 54187, 54209, 5426, 54332, 54463, 5447, 5449, 5476, 5479, 54808, 54872, 54880, 54916, 54928, 5500, 55027, 55033, 55112, 55120, 55151, 55159, 55165, 5518, 55191, 55215, 55325, 55343, 55384, 55503, 55599, 55603, 55628, 55636, 55656, 5566, 5567, 55697, 55699, 55703, 5573, 55780, 55784, 55835, 55858, 55869, 55906, 5604, 5605, 56098, 56172, 5626, 56603, 5689, 56915, 56916, 56937, 56975, 5699, 57003, 57020, 57122, 57178, 5728, 57449, 57466, 57539, 57570, 57688, 57697, 57728, 5781, 579, 5830, 5881, 5885, 5888, 5889, 5894, 5896, 5897, 5927, 59345, 5977, 5982, 60, 6016, 60529, 60681, 613, 6134, 6137, 6237, 6239, 6253, 6263, 6309, 6324, 633, 6335, 63901, 6399, 64094, 64127, 64131, 64135, 64175, 6424, 64412, 64421, 6448, 6452, 6468, 6472, 6477, 64802, 64840, 64841, 64864, 649, 6497, 65082, 65250, 65260, 6536, 6558, 6567, 6578, 6595, 6597, 6598, 65992, 6605, 6611, 6628, 6638, 6654, 6655, 6657, 6658, 6678, 6697, 6709, 672, 6729, 673, 675, 6774, 6777, 6786, 6792, 6804, 6857, 6874, 6878, 6885, 6905, 6911, 6916, 6949, 695, 7040, 7042, 7046, 7048, 7066, 7175, 7227, 727857, 7305, 7319, 7421, 745, 7458, 7468, 7469, 7471, 7473, 7475, 7516, 7518, 7543, 755, 760, 7700, 7703, 7704, 7750, 7798, 7840, 7862, 7874, 78989, 79140, 79158, 79577, 79631, 79651, 79705, 79718, 79728, 79751, 79759, 79796, 79875, 79879, 79902, 79971, 80144, 80173, 80185, 80199, 80204, 8022, 80254, 8036, 8074, 8076, 80776, 8085, 8091, 8092, 81031, 81603, 81620, 81794, 81796, 81846, 8216, 8260, 8294, 8318, 83452, 83479, 83706, 83737, 8379, 83871, 83987, 83990, 84068, 84100, 84126, 84162, 84163, 84188, 84265, 84277, 84314, 84342, 8443, 84464, 8450, 84572, 846, 84667, 8468, 84700, 84919, 8493, 84992, 8506, 8510, 8514, 8517, 85301, 85358, 8540, 85459, 8558, 8573, 860, 8600, 867, 871, 8729, 875, 8792, 8813, 8820, 8823, 8838, 8854, 8924, 8936, 8942, 8945, 89884, 89891, 89970, 9031, 90459, 9060, 90678, 9091, 90993, 91179, 91252, 9131, 91461, 92002, 9230, 92344, 9241, 9247, 9321, 9343, 93587, 9361, 9365, 9382, 9401, 9419, 9427, 9451, 9533, 9569, 9573, 9632, 9653, 9663, 9698, 9719, 9731, 9742, 9759, 9775, 9786, 9790, 9791, 9820, 9839, 9842, 9851, 9871, 9894, 9898, 990, 9917, 9935, 9939, 9940, 9949, 9990",368,0,721,1089
Abnormal toe phalanx morphology,"1387, 2261, 2737, 3239, 3549, 4920, 658, 8200, 90",,"10060, 10269, 10459, 10526, 10664, 10716, 1075, 11117, 11284, 124583, 1281, 1291, 1292, 1293, 1303, 140679, 150094, 165, 170302, 1947, 2033, 2072, 2077, 2175, 2176, 2177, 2178, 2187, 2188, 2189, 219844, 2200, 2201, 2202, 2239, 2260, 2263, 2313, 23312, 23314, 25, 25836, 26005, 2626, 2775, 285203, 285362, 2902, 29089, 2917, 30008, 3187, 3248, 3736, 374654, 3756, 3764, 3782, 4000, 4015, 4054, 4087, 4088, 415, 444, 4750, 4761, 4853, 4882, 4883, 4929, 51227, 51339, 51715, 51776, 526, 5281, 5351, 54101, 54463, 547, 55033, 55120, 55159, 55215, 55697, 55764, 56937, 57167, 5728, 5744, 57465, 57492, 57697, 57728, 5888, 5889, 59341, 60, 6299, 6324, 6326, 633, 6335, 64359, 6497, 650, 65125, 657, 6578, 6595, 6597, 6608, 6662, 672, 675, 6792, 6910, 7042, 7043, 7046, 7048, 7092, 727857, 7291, 7319, 7476, 7516, 79651, 79728, 79751, 79875, 79971, 8076, 81031, 81603, 81857, 83990, 84464, 8573, 8626, 875, 9091, 9241, 9487, 9653, 9851, 9896",9,0,148,157
Abnormal toenail morphology,"10269, 10913, 121391, 128178, 1308, 135886, 1376, 1476, 1736, 1802, 1832, 1984, 2006, 2146, 2260, 23028, 23512, 25885, 26277, 27125, 2735, 3209, 324, 3636, 3691, 3728, 3756, 3782, 3832, 3861, 4010, 4487, 5073, 5189, 5190, 526, 5281, 5333, 547, 54800, 54888, 55612, 5594, 57465, 57514, 57539, 5818, 5977, 64065, 64581, 6473, 64840, 650, 6597, 6664, 6926, 7012, 7015, 7298, 7372, 7424, 7461, 79068, 79971, 80326, 81607, 8200, 8289, 860, 8626, 9241, 9496","1896, 57165, 9780","10758, 112744, 112752, 114049, 1294, 1301, 132884, 1399, 1499, 150468, 155368, 155382, 1801, 196528, 2121, 2239, 22930, 23169, 2324, 23765, 253738, 25782, 26123, 26608, 2706, 285203, 2969, 3265, 3516, 3852, 3981, 3984, 4000, 4038, 4851, 4869, 4953, 51098, 51626, 51750, 54101, 54463, 54567, 5500, 55135, 5528, 55505, 55651, 5566, 5567, 55764, 57492, 57572, 57688, 57728, 5982, 613, 6335, 6418, 64324, 65125, 653361, 6595, 6598, 6601, 6602, 6605, 6659, 667, 6804, 6872, 727857, 7458, 7476, 7547, 7750, 7879, 79650, 80169, 8036, 84163, 84277, 8468, 84818, 8517, 85358, 9031, 90459, 9569, 9894, 9898, 9997",72,3,92,164
Abnormal tongue physiology,"311, 8878",,"100996717, 101060691, 10133, 10382, 10528, 10558, 10755, 10891, 112476, 113278, 11340, 114034, 127833, 1610, 1639, 1906, 1959, 203190, 2066, 23025, 23250, 23287, 23400, 23435, 2521, 2548, 25978, 2733, 2773, 283, 29110, 29967, 29978, 3178, 353116, 400916, 427, 4359, 4724, 4744, 4750, 477, 4914, 51010, 51305, 5216, 5332, 5376, 5393, 54209, 5428, 5444, 5445, 5446, 54463, 547, 54936, 55005, 55149, 55630, 55830, 5630, 57679, 57716, 5825, 58497, 6311, 6323, 6335, 64856, 65125, 6606, 6607, 6647, 6904, 7259, 7317, 7415, 7443, 755, 773, 79581, 79628, 80144, 8087, 8106, 8148, 81846, 84466, 8518, 8831, 89874, 899, 91137, 9131, 9217, 9782, 9881, 9896",2,0,99,101
Abnormal tricuspid valve physiology,"10112, 10370, 10551, 1193, 1278, 1340, 1349, 1482, 171019, 1857, 1954, 2200, 22884, 2318, 2626, 30008, 3030, 3032, 368, 388753, 411, 4613, 4624, 4625, 4750, 529, 5337, 54567, 546, 5500, 55033, 5573, 55790, 56915, 57057, 57538, 5828, 5885, 6045, 6329, 6331, 6392, 65082, 6901, 6910, 70, 7092, 7125, 7137, 7139, 79770, 79796, 79989, 84100, 84665, 90952, 9469, 96459, 9719","55295, 79595","1000, 10526, 10651, 10848, 11117, 11285, 113189, 114803, 124583, 126792, 1281, 1317, 165, 1788, 2201, 2202, 2316, 2317, 25, 26229, 2627, 29957, 3052, 341208, 3835, 4015, 4054, 4087, 4088, 442721, 444, 4841, 4882, 4883, 5033, 5351, 537, 54539, 54892, 56937, 6123, 6223, 633, 63895, 64131, 64132, 64412, 6497, 7042, 7043, 7046, 7048, 79875, 8076, 81031, 83475, 875, 8985, 90459, 92344",59,2,60,119
Abnormal upper limb metaphysis morphology,"1280, 1300, 1311, 2146, 2778, 4318, 4322, 4692, 5251, 54551, 59341, 6399, 64682, 6638, 8675, 9401",2131,"6137, 64841",16,1,2,18
Abnormal ureter morphology,"10459, 10653, 11284, 1161, 132884, 145173, 150094, 166379, 170302, 1909, 2072, 2074, 2121, 2175, 2176, 2177, 2239, 2294, 2316, 23312, 23322, 26123, 2627, 2719, 2735, 2737, 284252, 29089, 2934, 341640, 353, 359, 3655, 3691, 388662, 3909, 3914, 3918, 3975, 4000, 4629, 4638, 4838, 5062, 5087, 51227, 51259, 51604, 51626, 51715, 5190, 5337, 5339, 54880, 54903, 55165, 55191, 55215, 5566, 5567, 5631, 56975, 57096, 5718, 57492, 57545, 57697, 57724, 5889, 64321, 64324, 64840, 65062, 672, 6792, 6928, 71, 72, 7403, 7466, 7516, 79583, 79600, 79751, 79770, 79848, 79867, 80184, 80781, 8085, 81839, 8195, 8260, 8312, 84314, 8573, 8626, 9096, 91147, 9126, 9158, 9361, 9653, 9742, 9928, 9968","10640, 2138, 2261, 5076, 6495","100151683, 10269, 10297, 10982, 1131, 116085, 1376, 140679, 1642, 2178, 2187, 2188, 2189, 23426, 23556, 25802, 25915, 26040, 27031, 27077, 2775, 2902, 2917, 3736, 4761, 51360, 54101, 54892, 55120, 55159, 554, 5888, 60, 60495, 6324, 6326, 63895, 6654, 6655, 675, 6874, 79728, 79796, 80199, 80776, 81603, 83990, 84464, 9091, 92002, 9939",106,5,51,157
Abnormal urine carbohydrate level,"2592, 3875, 4125, 5193",,"10165, 1316, 2064, 2203, 2263, 22934, 23729, 2517, 2548, 2582, 2584, 2710, 2720, 3074, 324, 3553, 3557, 3659, 3795, 3845, 4089, 4126, 4595, 4758, 4952, 51181, 5290, 55343, 57231, 6794, 7086, 7157, 79158, 843, 91, 93986, 9652",4,0,37,41
Abnormal urine magnesium concentration,"10686, 149461, 2767, 3766, 476, 486, 6559, 846","63901, 6928, 8074","55764, 58528",8,3,2,10
Abnormal urine sodium concentration,"1188, 1585, 3291, 3766, 554, 6569, 7809",6559,"10587, 1187, 137682, 1583, 1962, 23530, 2628, 29927, 4158, 56246, 6770",7,1,11,18
Abnormal uterine cervix morphology,"1027, 1277, 1281, 1289, 1290, 2261, 2624, 367, 6736, 6794, 7852","2348, 3624, 3845, 4254, 5728, 6299, 6591, 6928, 7476, 8289","10526, 11117, 165, 2200, 2201, 2202, 25, 30008, 4015, 4054, 4087, 4088, 444, 4882, 4883, 5340, 5351, 55033, 56937, 633, 6497, 7042, 7043, 7046, 7048, 79875, 8076, 81031, 8379, 875",11,10,30,41
Abnormal uterus morphology,"10155, 11117, 1277, 1281, 1290, 1499, 207, 2178, 2271, 23426, 26585, 2719, 2956, 3209, 3845, 4015, 4072, 4087, 4088, 4292, 4436, 5290, 5395, 5426, 54361, 5728, 581, 5915, 595, 5978, 6299, 6714, 672, 6736, 675, 6778, 6794, 6926, 6928, 7042, 7046, 7048, 7097, 7157, 7490, 8313, 9319, 999",,"100144748, 10262, 10395, 10459, 10483, 10526, 11200, 11281, 1287, 1288, 1289, 129563, 157570, 1630, 165, 1717, 2006, 201163, 2033, 205717, 2072, 2175, 2176, 2177, 2187, 2188, 2189, 219844, 2200, 2201, 2202, 2255, 2261, 2263, 2294, 2313, 23384, 23395, 23556, 25, 2535, 25788, 26040, 26227, 2625, 27030, 27152, 2783, 283120, 29089, 30008, 3110, 324, 341640, 388662, 4036, 4054, 4163, 4281, 4437, 444, 4595, 4659, 4665, 4693, 472, 4771, 4863, 4882, 4883, 4893, 4913, 51004, 51339, 5157, 5320, 5351, 5378, 54101, 5424, 55033, 55112, 55120, 55159, 55215, 56937, 57539, 57560, 57697, 5782, 5795, 5888, 5889, 6197, 6224, 633, 6390, 6391, 6392, 64218, 64220, 6497, 657, 6598, 673, 6790, 699, 701, 7043, 7148, 7516, 79228, 79577, 79659, 79728, 79796, 79803, 79875, 80144, 8076, 81031, 8216, 8312, 83990, 84464, 8516, 875, 89891, 92002, 9646",48,0,130,178
