Gene Set Name,# Genes DB1,# Genes DB2,# Common,Union Size,% Similarity
Exocrine pancreatic insufficiency,72,55,53,74,71.62
Exodeviation,158,61,53,166,31.93
Exstrophy,7,30,5,32,15.62
Extrahepatic cholestasis,10,11,5,16,31.25
Exudative retinopathy,57,7,7,57,12.28
Facial hemangioma,21,3,3,21,14.29
Facial tics,15,4,3,16,18.75
Failure of eruption of permanent teeth,5,1,1,5,20.0
Failure to thrive in infancy,129,32,31,130,23.85
Fair hair,20,3,2,21,9.52
Fatigable weakness of bulbar muscles,64,10,9,65,13.85
Fatigue,500,306,291,515,56.5
Feeding difficulties in infancy,641,387,386,642,60.12
Female pseudohermaphroditism,7,7,3,11,27.27
Femur fracture,5,17,5,17,29.41
Fetal akinesia sequence,34,28,27,35,77.14
Fetal ultrasound soft marker,129,73,72,130,55.38
Few cafe-au-lait spots,7,2,2,7,28.57
Fibroadenoma of the breast,9,7,6,10,60.0
Finger aplasia,93,28,27,94,28.72
Finger clinodactyly,532,353,348,537,64.8
Fingernail dysplasia,16,32,16,32,50.0
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,6,6,6,6,100.0
Flared iliac wing,22,17,17,22,77.27
Flat face,639,197,196,640,30.63
Flattened epiphysis,47,13,13,47,27.66
Floppy infant,194,170,167,197,84.77
Foam cells,16,23,9,30,30.0
Focal autonomic seizure,11,14,8,17,47.06
Focal dystonia,140,103,98,145,67.59
Focal hyperkinetic seizure,7,17,7,17,41.18
Focal impaired awareness seizure,177,62,61,178,34.27
Focal motor status epilepticus,17,23,15,25,60.0
Focal sensory seizure,18,16,13,21,61.9
Follicular hyperplasia,15,14,12,17,70.59
Foot dorsiflexor weakness,147,117,116,148,78.38
Foot oligodactyly,11,12,10,13,76.92
Frontal cortical atrophy,13,14,7,20,35.0
Fulminant hepatic failure,7,6,5,8,62.5
Functional intestinal obstruction,10,7,5,12,41.67
Gait ataxia,267,227,224,270,82.96
Gangrene,56,16,16,56,28.57
Gastrointestinal arteriovenous malformation,5,4,4,5,80.0
Gastrointestinal desmoid tumor,7,22,6,23,26.09
Gastrointestinal eosinophilia,16,15,14,17,82.35
Gastrointestinal obstruction,93,80,75,98,76.53
Gastrointestinal ulcer,51,37,26,62,41.94
Generalized aminoaciduria,15,18,11,22,50.0
Generalized dystonia,35,25,25,35,71.43
Generalized edema,27,15,14,28,50.0
Generalized hyperkeratosis,14,5,4,15,26.67
Generalized hyperpigmentation,39,16,15,40,37.5
Generalized hypopigmentation of hair,50,29,28,51,54.9
Generalized muscle weakness,134,133,118,149,79.19
Generalized weakness of limb muscles,5,21,4,22,18.18
Genu valgum,670,64,64,670,9.55
Giant cell hepatitis,5,7,4,8,50.0
Giant platelets,12,19,11,20,55.0
Gingival recession,7,4,3,8,37.5
Gingivitis,34,10,10,34,29.41
Glutaric aciduria,7,7,7,7,100.0
Goiter,62,57,57,62,91.94
Gonadal neoplasm,106,95,95,106,89.62
Gonadotropin deficiency,8,6,6,8,75.0
Hamartomatous polyposis,15,7,7,15,46.67
Hamstring contractures,9,20,9,20,45.0
Hand apraxia,6,4,3,7,42.86
Hand monodactyly,11,10,7,14,50.0
Hand muscle weakness,51,42,42,51,82.35
Helicobacter pylori infection,5,16,4,17,23.53
Hemangioblastoma,18,12,8,22,36.36
Hemangiomatosis,21,10,9,22,40.91
Hematemesis,21,19,10,30,33.33
Hematochezia,42,18,18,42,42.86
Hemianopia,59,16,10,65,15.38
Hemihypertrophy,26,29,23,32,71.88
Hemiplegia,44,25,25,44,56.82
Hemivertebrae,62,43,43,62,69.35
Hepatic fibrosis,151,130,121,160,75.62
Hepatitis,92,71,54,109,49.54
Hernia,616,243,242,617,39.22
Herpes simplex encephalitis,10,11,6,15,40.0
Heterotaxy,30,15,14,31,45.16
High forehead,313,153,146,320,45.62
Highly arched eyebrow,226,61,61,226,26.99
Hip dislocation,755,181,181,755,23.97
Histiocytosis,6,7,6,7,85.71
Humeroradial synostosis,11,5,5,11,45.45
Hydrometrocolpos,29,10,10,29,34.48
Hydrops fetalis,182,58,53,187,28.34
Hyperactive deep tendon reflexes,28,14,13,29,44.83
Hyperactivity,565,356,355,566,62.72
Hyperacusis,29,21,10,40,25.0
Hyperextensibility of the finger joints,26,25,16,35,45.71
Hyperkalemia,41,43,38,46,82.61
Hyperleucinemia,5,4,1,8,12.5
Hyperlipidemia,166,97,90,173,52.02
Hypermethioninemia,9,6,5,10,50.0
Hyperostosis,54,37,35,56,62.5
Hyperpigmentation in sun-exposed areas,7,4,4,7,57.14
Hypertelorism,872,483,474,881,53.8
Hypertension,450,308,307,451,68.07
Hyperventilation,40,26,19,47,40.43
Hypocalcemia,87,33,33,87,37.93
Hypocalcemic tetany,10,11,7,14,50.0
Hypochloremia,7,8,7,8,87.5
Hypoglycemic coma,22,12,11,23,47.83
Hypoglycosylation of alpha-dystroglycan,11,11,11,11,100.0
Hypohidrosis,75,61,58,78,74.36
Hypokalemia,102,66,63,105,60.0
Hypokalemic alkalosis,13,23,12,24,50.0
Hypokalemic metabolic alkalosis,10,19,9,20,45.0
Hypoketotic hypoglycemia,15,10,9,16,56.25
Hypokinesia,57,45,43,59,72.88
Hypolipoproteinemia,69,52,50,71,70.42
Hypopigmentation of the skin,215,81,81,215,37.67
Hypopituitarism,186,69,69,186,37.1
Hypoplasia of penis,415,307,300,422,71.09
Hypoplasia of the fovea,36,37,25,48,52.08
Hypoplasia of the iris,63,42,31,74,41.89
Hypoplasia of the uterus,53,19,18,54,33.33
Hypoplastic anemia,7,8,7,8,87.5
Hypoplastic aortic arch,14,6,5,15,33.33
Hypoplastic fingernail,53,56,42,67,62.69
Hypoplastic iris stroma,8,11,7,12,58.33
Hypoplastic nipples,41,28,28,41,68.29
Hypoplastic spleen,10,13,8,15,53.33
Hyporeflexia of upper limbs,10,15,9,16,56.25
Hyposmia,52,52,48,56,85.71
Hypotelorism,147,104,96,155,61.94
Hypotension,112,92,90,114,78.95
Hypouricemia,17,10,10,17,58.82
Ileus,34,28,28,34,82.35
Immotile cilia,13,14,13,14,92.86
Impaired mastication,52,44,35,61,57.38
Impaired myocardial contractility,10,23,10,23,43.48
Impaired pain sensation,84,68,65,87,74.71
Imperforate hymen,5,9,2,12,16.67
Impotence,62,41,40,63,63.49
Increased circulating aldosterone concentration,33,12,11,34,32.35
Increased circulating androgen concentration,19,12,12,19,63.16
Increased circulating gonadotropin level,94,51,51,94,54.26
Increased circulating hemoglobin concentration,14,14,14,14,100.0
Increased circulating lactate dehydrogenase concentration,84,20,20,84,23.81
Increased corneal thickness,5,4,4,5,80.0
Increased density of long bones,573,19,14,578,2.42
Increased female libido,18,10,7,21,33.33
Increased inflammatory response,1380,1164,1158,1386,83.55
Increased mean platelet volume,28,18,18,28,64.29
Increased pulmonary vascular resistance,13,18,12,19,63.16
Increased sensitivity to ionizing radiation,14,9,9,14,64.29
Infantile spasms,159,128,117,170,68.82
Infection following live vaccination,25,27,23,29,79.31
Inflammation of the large intestine,132,61,60,133,45.11
Inguinal hernia,342,144,144,342,42.11
Inheritance qualifier,336,296,296,336,88.1
Insistence on sameness,6,12,4,14,28.57
Insulin resistance,111,87,86,112,76.79
Insulinoma,6,5,4,7,57.14
Intermittent diarrhea,22,18,13,27,48.15
Intermittent episodes of respiratory insufficiency due to muscle weakness,14,6,5,15,33.33
Interosseus muscle atrophy,5,5,5,5,100.0
Interrupted aortic arch,22,25,16,31,51.61
Intervertebral disk degeneration,6,3,3,6,50.0
Intestinal atresia,67,61,54,74,72.97
Intestinal lymphangiectasia,5,3,3,5,60.0
Intestinal malrotation,155,67,61,161,37.89
Intraventricular hemorrhage,10,5,4,11,36.36
Involuntary vocalization,52,38,36,54,66.67
Iridocyclitis,12,10,9,13,69.23
Iris coloboma,181,145,135,191,70.68
Iris hypopigmentation,63,17,17,63,26.98
Iris melanoma,5,6,5,6,83.33
Iris transillumination defect,15,23,10,28,35.71
Iron accumulation in brain,16,15,14,17,82.35
Irregularly shaped sperm tail,17,23,13,27,48.15
Joint stiffness,202,159,158,203,77.83
Juvenile cataract,11,14,11,14,78.57
Juvenile myelomonocytic leukemia,18,15,15,18,83.33
Ketotic hypoglycemia,12,18,12,18,66.67
Knee contracture,140,72,69,143,48.25
Knee joint hypermobility,5,12,4,13,30.77
Lacrimal duct aplasia,11,4,4,11,36.36
Lacrimal duct stenosis,20,24,16,28,57.14
Lacrimation abnormality,93,85,81,97,83.51
Lactic acidosis,203,178,163,218,74.77
Large fontanelles,205,39,39,205,19.02
Large for gestational age,53,54,39,68,57.35
Large posterior fontanelle,19,12,11,20,55.0
Large sella turcica,14,14,12,16,75.0
Laryngeal edema,5,3,3,5,60.0
Laryngotracheal stenosis,5,10,5,10,50.0
Late young adult onset,43,42,39,46,84.78
Late-onset proximal muscle weakness,7,5,4,8,50.0
Lateral ventricle dilatation,95,42,42,95,44.21
Leber optic atrophy,10,19,9,20,45.0
Left ventricular hypertrophy,117,63,62,118,52.54
Left ventricular noncompaction cardiomyopathy,22,10,9,23,39.13
Leiomyosarcoma,28,42,27,43,62.79
Leukoencephalopathy,238,123,123,238,51.68
Limb ataxia,92,94,85,101,84.16
Limb dystonia,86,88,73,101,72.28
Limb joint contracture,541,394,387,548,70.62
Limb muscle weakness,364,340,339,365,92.88
Limb-girdle muscle weakness,102,73,73,102,71.57
Limitation of knee mobility,65,14,13,66,19.7
Limitation of neck motion,38,9,9,38,23.68
Limited neck range of motion,11,18,9,20,45.0
Localized skin lesion,959,663,660,962,68.61
Long foot,28,13,11,30,36.67
Long nasal bridge,5,10,4,11,36.36
Long nose,42,11,11,42,26.19
Long toe,46,26,25,47,53.19
Long upper lip,8,5,5,8,62.5
Loss of eyelashes,6,5,3,8,37.5
Loss of subcutaneous adipose tissue in limbs,11,11,9,13,69.23
Low anterior hairline,146,31,31,146,21.23
Low back pain,15,22,11,26,42.31
Low serum calcitriol,7,23,5,25,20.0
Lower eyelid coloboma,10,7,6,11,54.55
Lower limb asymmetry,50,22,21,51,41.18
Lower limb hyperreflexia,91,71,66,96,68.75
Lower limb spasticity,269,207,206,270,76.3
Lumbar hyperlordosis,630,30,29,631,4.6
Lymphangiectasis,10,15,9,16,56.25
Lymphangioma,11,4,4,11,36.36
Lymphoproliferative disorder,17,18,17,18,94.44
Macular hyperpigmentation,7,6,5,8,62.5
Macular scar,5,4,3,6,50.0
Macular thickening,108,51,51,108,47.22
Macule,235,177,174,238,73.11
Malaise,46,44,30,60,50.0
Malar flattening,280,111,111,280,39.64
Malignant neoplasm of the central nervous system,99,112,88,123,71.54
Mandibular aplasia,13,10,6,17,35.29
Maternal autoimmune disease,14,19,10,23,43.48
Maturity-onset diabetes of the young,21,17,17,21,80.95
Median cleft upper lip,41,47,30,58,51.72
Medulloblastoma,19,47,18,48,37.5
Membranoproliferative glomerulonephritis,9,6,5,10,50.0
Meningioma,44,38,38,44,86.36
Mental deterioration,397,289,286,400,71.5
Metabolic alkalosis,19,14,14,19,73.68
Metamorphopsia,46,40,36,50,72.0
Metatarsal synostosis,7,6,6,7,85.71
Methemoglobinemia,6,5,5,6,83.33
Methylmalonic aciduria,23,16,16,23,69.57
Microangiopathic hemolytic anemia,15,13,12,16,75.0
Microcytic anemia,51,47,39,59,66.1
Microphallus,17,9,8,18,44.44
Middle age onset,256,233,220,269,81.78
Midline defect of the nose,17,14,14,17,82.35
Minicore myopathy,9,13,9,13,69.23
Mitral valve calcification,36,14,7,43,16.28
Mitral valve prolapse,138,90,80,148,54.05
Mixed hearing impairment,40,21,20,41,48.78
Moderately short stature,5,18,5,18,27.78
Moon facies,15,12,12,15,80.0
Motor delay,1492,925,922,1495,61.67
Motor seizure,459,373,368,464,79.31
Mottled pigmentation,8,5,5,8,62.5
Multicystic kidney dysplasia,99,93,82,110,74.55
Multifocal cerebral white matter abnormalities,16,13,12,17,70.59
Multinodular goiter,7,11,4,14,28.57
Multiple gastric polyps,27,20,20,27,74.07
Multiple myeloma,8,6,5,9,55.56
Multiple renal cysts,76,68,63,81,77.78
Multiple suture craniosynostosis,12,3,3,12,25.0
Muscle abnormality related to mitochondrial dysfunction,105,64,64,105,60.95
Muscle fiber cytoplasmatic inclusion bodies,33,30,28,35,80.0
Muscle fiber tubular inclusions,8,6,6,8,75.0
Muscle flaccidity,16,6,5,17,29.41
Muscle spasm,189,70,70,189,37.04
Muscle stiffness,84,47,46,85,54.12
Muscle weakness,1553,896,893,1556,57.39
Myeloid leukemia,31,63,30,64,46.88
Myocardial fibrosis,20,25,18,27,66.67
Myocarditis,22,16,15,23,65.22
Myopia,722,289,276,735,37.55
Myotonia,34,16,16,34,47.06
Nail dysplasia,199,71,71,199,35.68
Nail dystrophy,147,116,114,149,76.51
Narrow internal auditory canal,15,16,14,17,82.35
Narrow mouth,239,66,65,240,27.08
Natal tooth,38,25,22,41,53.66
Nausea,101,55,54,102,52.94
Neck muscle weakness,95,70,69,96,71.88
Neonatal alloimmune thrombocytopenia,15,6,6,15,40.0
Neonatal hyperbilirubinemia,24,20,20,24,83.33
Neonatal omphalitis,10,6,6,10,60.0
Neonatal seizure,11,18,11,18,61.11
Neonatal seizure with electrographic correlate,5,5,5,5,100.0
Neoplasm of fatty tissue,58,39,38,59,64.41
Neoplasm of the adrenal cortex,28,22,21,29,72.41
Neoplasm of the anterior pituitary,66,31,31,66,46.97
Neoplasm of the eye,49,44,44,49,89.8
Neoplasm of the large intestine,121,109,103,127,81.1
Neoplasm of the thymus,6,6,5,7,71.43
Neoplasm of the tracheobronchial system,23,29,21,31,67.74
Nephrolithiasis,148,117,115,150,76.67
Nephrotic syndrome,140,119,114,145,78.62
Neuroinflammation,27,21,21,27,77.78
Nocturia,17,17,9,25,36.0
Nodular regenerative hyperplasia of liver,6,12,4,14,28.57
Non-midline cleft palate,28,10,9,29,31.03
Noncompaction cardiomyopathy,30,25,15,40,37.5
Nonketotic hypoglycemia,13,4,4,13,30.77
Nonprogressive cerebellar ataxia,10,4,4,10,40.0
Nonprogressive encephalopathy,5,13,4,14,28.57
Nontuberculous mycobacterial pulmonary infection,21,17,17,21,80.95
Normochromic anemia,39,30,27,42,64.29
Nystagmus,1108,775,774,1109,69.79
Ocular albinism,29,13,13,29,44.83
Ocular pain,20,24,16,28,57.14
Onychomycosis,23,16,15,24,62.5
Open mouth,125,48,47,126,37.3
Optic disc coloboma,29,28,21,36,58.33
Optic nerve compression,578,24,13,589,2.21
Oral aversion,17,12,4,25,16.0
Organic aciduria,125,59,59,125,47.2
Orofacial dyskinesia,28,27,20,35,57.14
Oromotor apraxia,28,3,3,28,10.71
Orthokeratotic hyperkeratosis,7,9,7,9,77.78
Osseous finger syndactyly,6,2,2,6,33.33
Osteolysis,115,72,70,117,59.83
Osteopathia striata,5,2,2,5,40.0
Osteopetrosis,20,17,16,21,76.19
Ovarian neoplasm,76,92,72,96,75.0
Overfriendliness,26,8,7,27,25.93
Overgrowth,47,48,45,50,90.0
Overgrowth of external genitalia,8,15,7,16,43.75
Overlapping fingers,85,35,28,92,30.43
Pain,1319,748,730,1337,54.6
Palmoplantar blistering,11,16,11,16,68.75
Pancreatic cysts,37,15,14,38,36.84
Pancreatic hypoplasia,24,23,20,27,74.07
Pancreatic islet cell adenoma,9,6,5,10,50.0
Pancreatic pseudocyst,5,6,5,6,83.33
Pancreatitis,104,80,76,108,70.37
Papilledema,28,34,24,38,63.16
Papilloma,58,63,50,71,70.42
Parasomnia,45,9,8,46,17.39
Parathyroid hyperplasia,10,5,4,11,36.36
Parietal bossing,8,9,8,9,88.89
Parietal foramina,14,14,13,15,86.67
Partial anomalous pulmonary venous return,11,11,8,14,57.14
Past medical history,184,124,120,188,63.83
Patellar aplasia,22,12,12,22,54.55
Patellar dislocation,98,20,19,99,19.19
Patellar subluxation,35,11,7,39,17.95
Pedal edema,57,10,9,58,15.52
Pelvic girdle amyotrophy,5,4,3,6,50.0
Periauricular skin pits,145,59,59,145,40.69
Perineal hypospadias,6,5,4,7,57.14
Periodontitis,64,35,27,72,37.5
Periorbital edema,108,82,81,109,74.31
Peripheral arterial stenosis,33,37,29,41,70.73
Peripheral visual field loss,104,94,92,106,86.79
Peritonitis,47,24,23,48,47.92
Periventricular cysts,16,6,5,17,29.41
Periventricular leukomalacia,53,50,33,70,47.14
Peroneal muscle atrophy,12,11,11,12,91.67
Peroneal muscle weakness,8,7,6,9,66.67
Persistently decreased total neutrophil count,9,11,8,12,66.67
Pes cavus,330,229,226,333,67.87
Pes planus,865,104,104,865,12.02
Pharyngitis,17,17,11,23,47.83
Phenotypic variability,84,71,71,84,84.52
Pheochromocytoma,28,30,28,30,93.33
Phocomelia,8,14,6,16,37.5
Pigmentary retinopathy,394,156,156,394,39.59
Pilomatrixoma,9,13,8,14,57.14
Platyspondyly,606,123,123,606,20.3
Pleural effusion,143,93,80,156,51.28
Pleuritis,28,33,25,36,69.44
Polyarticular arthropathy,52,50,41,61,67.21
Polyembolokoilamania,5,1,1,5,20.0
Polymorphic ventricular tachycardia,10,10,10,10,100.0
Polyuria,39,30,30,39,76.92
Poor appetite,617,67,67,617,10.86
Poor fine motor coordination,69,14,13,70,18.57
Portal fibrosis,18,14,13,19,68.42
Positional foot deformity,530,20,19,531,3.58
Postaxial foot polydactyly,70,34,34,70,48.57
Postaxial hand polydactyly,95,79,74,100,74.0
Posteriorly rotated ears,500,169,164,505,32.48
Preauricular skin tag,80,40,32,88,36.36
Premature arteriosclerosis,8,9,8,9,88.89
Premature loss of teeth,85,41,41,85,48.24
Premature ovarian insufficiency,66,37,36,67,53.73
Premature pubarche,13,4,4,13,30.77
Premature rupture of membranes,17,17,10,24,41.67
Premature thelarche,17,10,10,17,58.82
Prematurely aged appearance,200,140,124,216,57.41
Prenatal death,67,38,37,68,54.41
Primary hyperaldosteronism,10,8,8,10,80.0
Primary hyperparathyroidism,14,21,12,23,52.17
Primary hypothyroidism,5,3,2,6,33.33
Primary microcephaly,75,45,45,75,60.0
Proboscis,21,6,6,21,28.57
Profound global developmental delay,73,44,43,74,58.11
Progressive cerebellar ataxia,64,55,55,64,85.94
Progressive distal muscle weakness,19,25,14,30,46.67
Progressive external ophthalmoplegia,44,45,40,49,81.63
Progressive hearing impairment,64,32,32,64,50.0
Progressive macrocephaly,7,11,6,12,50.0
Progressive microcephaly,92,74,74,92,80.43
Progressive neurologic deterioration,72,62,52,82,63.41
Prolonged bleeding following procedure,32,25,25,32,78.12
Prolonged partial thromboplastin time,84,19,19,84,22.62
Prominent antihelix,16,12,12,16,75.0
Prominent forehead,301,129,129,301,42.86
Prominent interphalangeal joints,6,2,2,6,33.33
Prominent nasal bridge,240,111,109,242,45.04
Prostate cancer,32,33,31,34,91.18
Prostatitis,7,22,6,23,26.09
Protein-losing enteropathy,20,10,10,20,50.0
Protrusio acetabuli,37,6,6,37,16.22
Proximal amyotrophy,60,53,50,63,79.37
Proximal symphalangism of hands,8,6,6,8,75.0
Pseudobulbar paralysis,22,13,13,22,59.09
Pseudoepiphyses of hand bones,16,11,11,16,68.75
Pseudohypoaldosteronism,6,6,6,6,100.0
Psychomotor deterioration,20,22,14,28,50.0
Psychotic episodes,18,5,4,19,21.05
Pterygium,51,36,32,55,58.18
Ptosis,822,494,486,830,58.55
Puberty and gonadal disorders,1047,226,226,1047,21.59
Pulmonary artery stenosis,112,62,61,113,53.98
Pulmonary edema,30,27,21,36,58.33
Pulmonary lymphangiectasia,5,3,2,6,33.33
Punctate cataract,14,18,12,20,60.0
Quadriceps muscle atrophy,5,11,4,12,33.33
Quadriceps muscle weakness,22,30,20,32,62.5
Radial bowing,41,29,24,46,52.17
Radial deviation of finger,60,35,35,60,58.33
Radial deviation of the hand or of fingers of the hand,70,48,46,72,63.89
Raynaud phenomenon,55,15,15,55,27.27
Reactive hypoglycemia,7,10,6,11,54.55
Receptive language delay,16,8,8,16,50.0
Rectal fistula,26,19,13,32,40.62
Rectal polyposis,6,21,5,22,22.73
Rectal prolapse,81,25,24,82,29.27
Recurrent aspiration pneumonia,32,3,2,33,6.06
Recurrent cutaneous fungal infections,63,20,20,63,31.75
Recurrent ear infections,21,18,11,28,39.29
Recurrent fever,106,88,85,109,77.98
Recurrent hand flapping,30,15,15,30,50.0
Recurrent long bone fractures,5,4,3,6,50.0
Recurrent lower respiratory tract infections,252,210,197,265,74.34
Recurrent maladaptive behavior,1090,497,489,1098,44.54
Recurrent opportunistic infections,10,11,9,12,75.0
Recurrent pancreatitis,25,22,14,33,42.42
Recurrent paroxysmal headache,32,24,16,40,40.0
Recurrent protozoan infections,5,8,3,10,30.0
Recurrent sinusitis,76,62,62,76,81.58
Recurrent spontaneous abortion,12,17,10,19,52.63
Recurrent thrombophlebitis,7,10,7,10,70.0
Recurrent viral infections,61,38,38,61,62.3
Red hair,8,4,4,8,50.0
Reduced attention regulation,540,410,409,541,75.6
Reduced circulating prolactin concentration,22,21,17,26,65.38
Reduced forced expiratory volume in one second,30,20,19,31,61.29
Reduced forced vital capacity,39,54,33,60,55.0
Reduced pancreatic beta cells,7,15,7,15,46.67
Reduced progressive sperm motility,23,28,18,33,54.55
Reduced tendon reflexes,624,437,435,626,69.49
Redundant skin,94,57,56,95,58.95
Reflex seizure,22,22,15,29,51.72
Renal agenesis,214,155,147,222,66.22
Renal atrophy,7,16,7,16,43.75
Renal salt wasting,22,15,14,23,60.87
Renal tubular dysfunction,132,119,102,149,68.46
Repetitive compulsive behavior,13,10,5,18,27.78
Resting tremor,60,43,43,60,71.67
Restrictive behavior,17,19,11,25,44.0
Retinal arteriolar tortuosity,34,17,13,38,34.21
Retinal hole,7,23,6,24,25.0
Retinal neovascularization,10,13,9,14,64.29
Retinal pigment epithelial mottling,48,16,16,48,33.33
Rhinitis,114,32,32,114,28.07
Rhizomelic arm shortening,10,8,7,11,63.64
Rib segmentation abnormalities,13,3,3,13,23.08
Ridged fingernail,9,2,1,10,10.0
Right atrial enlargement,25,24,19,30,63.33
Rotary nystagmus,26,17,16,27,59.26
Saccadic smooth pursuit,26,6,6,26,23.08
Sagittal craniosynostosis,26,17,17,26,65.38
Salivary gland neoplasm,11,11,10,12,83.33
Sarcoma,165,158,148,175,84.57
Scaphocephaly,67,9,8,68,11.76
Scarring,123,92,92,123,74.8
Scarring alopecia of scalp,19,4,4,19,21.05
Schwannoma,16,12,12,16,75.0
Scleral staphyloma,10,11,3,18,16.67
Sclerocornea,49,12,12,49,24.49
Scleroderma,12,7,6,13,46.15
Sclerotic vertebral endplates,6,4,3,7,42.86
Seborrheic dermatitis,28,2,2,28,7.14
Secondary amenorrhea,72,45,45,72,62.5
Secundum atrial septal defect,47,8,8,47,17.02
Selective tooth agenesis,45,35,34,46,73.91
Severe global developmental delay,234,144,143,235,60.85
Severe intrauterine growth retardation,15,10,10,15,66.67
Severe varicella zoster infection,13,16,9,20,45.0
Severe viral infection,40,33,32,41,78.05
Severely reduced visual acuity,45,50,42,53,79.25
Shagreen patch,5,4,3,6,50.0
Shallow acetabular fossae,11,6,6,11,54.55
Shawl scrotum,25,17,16,26,61.54
Shield chest,32,9,8,33,24.24
Short clavicles,585,71,71,585,12.14
Short face,19,16,15,20,75.0
Short first metatarsal,5,2,2,5,40.0
Short middle phalanx of the 2nd finger,8,7,7,8,87.5
Short palpebral fissure,151,104,94,161,58.39
Short philtrum,257,175,168,264,63.64
Short sternum,14,14,8,20,40.0
Short thumb,127,71,65,133,48.87
Short tibia,27,28,22,33,66.67
Shoulder dislocation,32,14,13,33,39.39
Shoulder flexion contracture,9,6,5,10,50.0
Shoulder girdle muscle weakness,56,30,30,56,53.57
Silver-gray hair,6,1,1,6,16.67
Simple febrile seizure,28,12,11,29,37.93
Single transverse palmar crease,723,110,102,731,13.95
Sinus bradycardia,30,22,21,31,67.74
Sinus tachycardia,28,8,7,29,24.14
Skeletal dysplasia,633,444,443,634,69.87
Skeletal muscle atrophy,1124,419,413,1130,36.55
Skin appendage neoplasm,18,18,17,19,89.47
Skin dimple,126,48,48,126,38.1
Skin erosion,28,27,27,28,96.43
Skin rash,173,156,131,198,66.16
Slender finger,164,20,19,165,11.52
Sloping forehead,190,66,65,191,34.03
Slow pupillary light response,39,30,29,40,72.5
Slowed slurred speech,6,10,5,11,45.45
Slowly progressive,160,158,150,168,89.29
Small for gestational age,275,131,131,275,47.64
Small hand,122,94,91,125,72.8
Small nail,187,99,97,189,51.32
Small placenta,9,5,4,10,40.0
Small vessel vasculitis,5,5,4,6,66.67
Soft tissue sarcoma,117,114,103,128,80.47
Sparse eyelashes,78,53,51,80,63.75
Sparse lateral eyebrow,36,22,20,38,52.63
Spastic paraplegia,118,103,103,118,87.29
Spherocytosis,8,8,7,9,77.78
Spinal canal stenosis,46,44,34,56,60.71
Spinal cord tumor,13,22,10,25,40.0
Splanchnic vein thrombosis,24,9,9,24,37.5
Splenomegaly,495,425,407,513,79.34
Split foot,13,12,12,13,92.31
Spotty hyperpigmentation,9,2,1,10,10.0
Spotty hypopigmentation,9,7,7,9,77.78
Sprengel anomaly,54,27,24,57,42.11
Squamous cell carcinoma,70,79,66,83,79.52
Stapes ankylosis,8,10,8,10,80.0
Stiff skin,7,15,7,15,46.67
Stillbirth,32,43,28,47,59.57
Stomatocytosis,15,14,14,15,93.33
Subcortical heterotopia,12,26,9,29,31.03
Subcortical white matter calcifications,6,5,4,7,57.14
Subcutaneous nodule,92,96,85,103,82.52
Subdural hemorrhage,15,5,4,16,25.0
Submucous cleft palate,86,59,59,86,68.6
Submucous cleft soft palate,11,21,9,23,39.13
Subvalvular aortic stenosis,23,20,18,25,72.0
Sudden episodic apnea,19,5,4,20,20.0
Sudden unexpected death in epilepsy,10,8,7,11,63.64
Superficial thrombophlebitis,18,33,16,35,45.71
Supraventricular tachycardia,58,57,50,65,76.92
Sutural cataract,8,8,7,9,77.78
Syndactyly,842,320,317,845,37.51
Synostosis involving digits,17,19,15,21,71.43
Synostosis of carpal bones,26,7,6,27,22.22
Syringomyelia,33,29,20,42,47.62
Talipes equinovarus,461,285,281,465,60.43
Tapered finger,150,81,75,156,48.08
Tarsal synostosis,25,10,10,25,40.0
Temporal cortical atrophy,26,22,18,30,60.0
Temporal pattern,24,20,20,24,83.33
Teratoma,11,7,6,12,50.0
Tessier cleft,20,4,4,20,20.0
Testicular dysgenesis,13,17,12,18,66.67
Tetraparesis,123,110,101,132,76.52
Thenar muscle atrophy,63,21,13,71,18.31
Thick corpus callosum,19,22,13,28,46.43
Thick lower lip vermilion,154,87,86,155,55.48
Thick vermilion border,299,217,216,300,72.0
Thickened cortex of bones,573,97,97,573,16.93
Thickened skin,432,360,342,450,76.0
Thin nail,16,11,11,16,68.75
Thin ribs,80,42,38,84,45.24
Thin upper lip vermilion,330,45,45,330,13.64
Third degree atrioventricular block,12,16,8,20,40.0
Thoracic kyphoscoliosis,24,4,3,25,12.0
Thoracic platyspondyly,6,14,5,15,33.33
Thyroid agenesis,7,10,6,11,54.55
Tibial bowing,101,39,38,102,37.25
Tinnitus,71,61,43,89,48.31
Tissue ischemia,137,97,96,138,69.57
Toe joint contracture,60,25,24,61,39.34
Tongue muscle weakness,16,6,5,17,29.41
Tongue thrusting,17,5,4,18,22.22
Torsion dystonia,8,6,6,8,75.0
Total ophthalmoplegia,8,15,8,15,53.33
Transposition of the great arteries,85,58,38,105,36.19
Triangular mouth,21,17,10,28,35.71
Trichorrhexis nodosa,13,10,9,14,64.29
True hermaphroditism,21,23,16,28,57.14
Type 2 muscle fiber atrophy,19,24,16,27,59.26
Ulcerative colitis,17,13,12,18,66.67
Ulnar deviation of finger,65,18,18,65,27.69
Ulnar deviation of the hand,33,13,12,34,35.29
Ulnar deviation of the hand or of fingers of the hand,96,26,26,96,27.08
Ulnar deviation of the wrist,20,11,10,21,47.62
