Gene Set Name,Common Genes,Newly Added Genes,Lost Genes,# Common,# New,# Lost,# Original
Floppy infant,"10157, 103, 10352, 10466, 10522, 10585, 10735, 10743, 11253, 11284, 112939, 113179, 1183, 1289, 132158, 1363, 140679, 150094, 1605, 162417, 166378, 170302, 1757, 1788, 1798, 1806, 191, 196528, 2253, 2261, 23007, 23040, 23126, 23312, 23314, 23394, 23545, 23636, 253738, 2548, 2554, 2566, 2593, 2619, 2683, 2720, 27286, 27315, 2736, 2775, 2782, 283120, 284098, 28514, 2902, 2903, 29925, 29954, 347733, 3481, 35, 37, 3736, 3756, 3767, 3782, 388015, 4041, 4094, 4204, 427, 440138, 4508, 4535, 4536, 4537, 4538, 4540, 4541, 4566, 4567, 4577, 4578, 4750, 4758, 4761, 4838, 4948, 50937, 51227, 5194, 523, 526, 529, 5297, 53371, 54496, 54551, 546, 54658, 55280, 55384, 55650, 55690, 55780, 56992, 57194, 5727, 57459, 57465, 57526, 5879, 5977, 60684, 6323, 6324, 6326, 6335, 6469, 6477, 6491, 6492, 6496, 650, 6597, 6598, 6601, 6602, 6605, 6611, 6638, 6651, 6659, 6792, 6821, 6857, 6904, 6997, 7050, 7080, 7138, 7227, 7317, 7337, 7343, 7355, 7403, 7546, 7841, 79147, 79633, 79644, 79751, 80704, 80816, 8085, 81603, 8218, 8239, 8243, 8289, 8367, 83737, 84342, 84628, 84705, 84720, 84976, 84992, 8573, 8642, 8788, 8802, 8813, 8928, 9056, 91574, 9215, 9289, 93210, 9487, 9526, 9839, 9894, 9968, 998","1644, 259232, 2632, 285175, 3908, 4534, 63895, 6606, 9997","2260, 22845, 2917, 55699, 57492, 6134, 6664, 9091",186,9,8,194
Chorioretinal atrophy,"1001, 100147744, 10166, 10908, 1121, 114902, 1181, 1406, 1462, 1499, 167691, 182, 2202, 23418, 23554, 285440, 2978, 3000, 3030, 3075, 3166, 346007, 3845, 4693, 4901, 4942, 5076, 54820, 55812, 57096, 5961, 6094, 6121, 7003, 7078, 80781, 94","24, 3832","1280, 1297, 1298, 1299, 1301, 1302, 1836, 25794, 3426, 3769, 4036, 4041, 55214, 6295, 64132, 64412, 652, 79797, 8322, 84189, 84695, 8985, 9227",37,2,23,60
Generalized hyperkeratosis,"2707, 3858",51360,"100144748, 10269, 10483, 205717, 207, 2517, 4000, 5290, 5728, 6390, 6391, 6392",2,1,12,14
Adult onset,"10002, 100134444, 10020, 10021, 10049, 10059, 10060, 100820829, 100996717, 101060691, 10133, 10137, 10149, 10165, 10233, 10253, 10273, 10299, 10320, 10342, 10345, 10347, 10371, 10382, 10388, 10483, 10516, 10519, 1053, 10558, 1056, 10560, 10566, 10568, 10594, 10644, 10654, 10667, 10686, 10699, 10734, 10755, 10861, 10878, 10881, 10908, 10935, 10939, 11055, 11080, 1111, 11145, 11155, 11160, 11231, 11232, 112476, 11277, 11284, 1130, 11315, 1134, 1135, 114548, 114902, 115650, 116085, 116369, 116442, 117144, 117155, 1180, 1181, 1200, 120892, 122402, 122481, 124404, 125150, 126, 126129, 126206, 1280, 1282, 128338, 1285, 1292, 1293, 129607, 130951, 1356, 1376, 138050, 140032, 140732, 1410, 1436, 144132, 144406, 145645, 146057, 146227, 147872, 148738, 1495, 1497, 151648, 1540, 154197, 157855, 1584, 158401, 1593, 159686, 16, 1600, 161497, 1617, 1639, 164045, 1674, 1690, 169026, 1716, 1730, 1743, 1756, 1763, 1786, 1789, 1816, 1824, 1829, 1832, 1837, 1861, 190, 1938, 197135, 1981, 199713, 200162, 201294, 2022, 2027, 203228, 2034, 203859, 2066, 207, 2074, 208, 2100, 2137, 2147, 2153, 2157, 219285, 2196, 219736, 2200, 2202, 221481, 221711, 2218, 2224, 2243, 2259, 2273, 22880, 22917, 22953, 22954, 2296, 2300, 23005, 2301, 23064, 23093, 2318, 23193, 23230, 2332, 23345, 23347, 2335, 23400, 23435, 23516, 23534, 23568, 23600, 23646, 23676, 24, 241, 24148, 246213, 246243, 2475, 2488, 2495, 2512, 253017, 2539, 2542, 254528, 2548, 2556, 256297, 256471, 2581, 25814, 2583, 25913, 25974, 25978, 25981, 26011, 26047, 26060, 26074, 26090, 26092, 2617, 2624, 26249, 26277, 2629, 2632, 26353, 2642, 2645, 26525, 26576, 26580, 2661, 2670, 2677, 2702, 2710, 27133, 27199, 27235, 27327, 27349, 2767, 2771, 2774, 2778, 2784, 282996, 283417, 283677, 284086, 284656, 286151, 2896, 2908, 291, 29110, 2934, 2956, 29851, 29880, 2992, 29927, 29967, 29978, 3075, 3078, 308, 3081, 30813, 3094, 3098, 311, 3119, 3123, 3156, 3159, 3172, 317761, 3178, 3181, 324, 3251, 3273, 3300, 3315, 335, 3371, 338328, 339453, 339829, 3423, 3426, 343641, 344658, 348, 351, 353116, 3569, 3617, 3630, 3643, 3651, 3667, 367, 3703, 3708, 3710, 3714, 3717, 3728, 3741, 3748, 3752, 3753, 375307, 3757, 375748, 3759, 3762, 3767, 3777, 3784, 378884, 3798, 3818, 3827, 3845, 3875, 389692, 3908, 3910, 3930, 3931, 3972, 3980, 3981, 3990, 3991, 4000, 400916, 4010, 401024, 401474, 4015, 4023, 402381, 402569, 4040, 4041, 4069, 4072, 4087, 4089, 4117, 4131, 4137, 4141, 4151, 4171, 4175, 4205, 4210, 4221, 4287, 4292, 431705, 4330, 4340, 4353, 4358, 4359, 4363, 440193, 440275, 4436, 4437, 4438, 4544, 4576, 4582, 4607, 4624, 4625, 463, 4633, 4635, 4668, 4669, 4744, 4747, 4750, 476, 4760, 4763, 477, 4771, 478, 4790, 4846, 4854, 4864, 4867, 4878, 4884, 4897, 49, 4901, 491, 4929, 494551, 5009, 50484, 50511, 5052, 5071, 5073, 5076, 5078, 50939, 50940, 50964, 51062, 51095, 51102, 51117, 51142, 51251, 51284, 5130, 51311, 5137, 51422, 51428, 5155, 5159, 5161, 5165, 5167, 51684, 51726, 5173, 51750, 518, 5244, 5255, 5265, 5277, 5290, 5311, 5314, 5318, 5328, 5340, 5346, 535, 5350, 5375, 5376, 540, 5424, 5426, 5428, 54361, 5442, 54440, 54443, 54456, 54476, 5468, 54805, 54822, 54832, 54834, 54840, 54885, 549, 54902, 54949, 54967, 5498, 54982, 55012, 55034, 5506, 55107, 55129, 55145, 55187, 55505, 55526, 55655, 5573, 55737, 55791, 55800, 55823, 5583, 55863, 5589, 55901, 5592, 55975, 5610, 5611, 56154, 56155, 56159, 56172, 5618, 5621, 56244, 5630, 5649, 5654, 5660, 56616, 5663, 5664, 56652, 567, 56729, 56910, 56922, 56980, 56983, 57054, 57055, 57096, 57104, 57158, 57165, 5728, 57338, 57449, 57462, 57465, 57468, 57505, 57545, 57570, 57592, 57639, 57680, 57697, 5770, 57728, 57798, 57817, 57863, 58, 583, 5832, 5837, 58528, 5894, 59341, 59345, 5940, 5949, 595, 5961, 5979, 5981, 6041, 60481, 6101, 6102, 6103, 6117, 6208, 6223, 6240, 6262, 6310, 6311, 6315, 6323, 6324, 6329, 6330, 6331, 6336, 6340, 6389, 6390, 6391, 63910, 6392, 63976, 63982, 640, 64072, 64135, 64170, 6424, 64241, 64423, 6444, 6452, 64601, 64780, 64788, 65055, 65057, 6514, 6521, 6522, 653509, 654, 6575, 6578, 659, 6597, 65975, 6598, 6605, 6606, 6607, 6609, 6622, 6640, 6647, 6662, 6687, 669, 6691, 6709, 672, 6742, 675, 6756, 676, 6772, 678, 6785, 6786, 6794, 6795, 6833, 6843, 6872, 6874, 6875, 6908, 6925, 6926, 6927, 6928, 6934, 6935, 70, 7012, 7015, 7045, 7046, 7056, 7072, 7075, 7078, 708, 7084, 71, 710, 7123, 7128, 7134, 7137, 7138, 7139, 7156, 7157, 7168, 718, 7222, 7225, 7248, 7249, 7273, 7276, 727676, 7277, 7289, 729359, 7305, 7317, 7345, 735, 7369, 7384, 7414, 7415, 7428, 7443, 7466, 7486, 7504, 7515, 7555, 7716, 773, 775, 7784, 785, 7867, 7873, 78995, 79158, 79188, 79628, 79728, 79797, 79798, 79875, 79903, 79934, 79966, 79983, 80025, 80036, 80173, 80201, 80206, 80208, 80217, 80331, 8048, 80704, 80705, 80726, 80736, 8076, 8086, 81031, 8106, 81624, 81790, 81833, 81857, 8204, 8216, 823, 825, 826, 8284, 8287, 8291, 8295, 8314, 8322, 83552, 83636, 83723, 83844, 83872, 83959, 8398, 84033, 84061, 84074, 84131, 84138, 84196, 84225, 84277, 845, 846, 84665, 8468, 84690, 84839, 84868, 84899, 84909, 8526, 85358, 8557, 8565, 857, 8573, 8575, 859, 8622, 8625, 8626, 8632, 865, 8651, 866, 8660, 86614, 8671, 871, 8722, 8729, 8763, 88, 881, 8867, 8891, 8911, 8915, 8930, 89869, 8988, 899, 8991, 9049, 9083, 9085, 9094, 9096, 91, 91057, 9128, 9149, 91624, 9211, 9213, 9217, 92345, 9247, 9256, 92667, 92935, 9319, 93426, 93953, 94137, 9420, 9426, 9445, 9479, 9499, 950, 9516, 9517, 9529, 9531, 9563, 9627, 9639, 9693, 9742, 9750, 9782, 9896, 9897, 9907, 991, 9927, 9935, 9984, 999, 9992, 9997","23405, 23503, 37, 4001","1000, 1001, 10058, 10083, 10159, 10210, 10283, 10383, 10461, 10518, 10526, 10576, 10733, 10806, 10992, 11020, 11117, 11149, 11190, 1121, 112752, 1201, 123016, 123624, 124590, 1258, 1259, 1261, 1281, 1297, 1298, 129880, 1301, 130557, 134359, 1371, 1406, 140801, 1412, 144245, 145226, 1462, 148398, 150365, 1509, 151254, 1538, 157657, 157680, 1585, 165, 166379, 166647, 167691, 1678, 169522, 170692, 1769, 182, 1822, 196, 199223, 199720, 201973, 219972, 2201, 22897, 22901, 22926, 22978, 22999, 23020, 23059, 23065, 23078, 23090, 23095, 23155, 23250, 23322, 23370, 23404, 23418, 23533, 23554, 23586, 23590, 23746, 25, 25794, 25861, 25923, 26121, 26146, 26160, 261734, 26504, 27031, 27130, 27229, 27241, 2779, 2780, 2820, 282809, 283375, 283847, 284161, 284217, 285440, 28981, 28982, 2916, 2978, 2979, 29894, 3000, 30008, 3035, 3052, 3166, 3419, 3420, 343035, 343171, 345193, 346007, 3614, 368, 375298, 3769, 3832, 388403, 388531, 388939, 392255, 401124, 403, 4043, 4054, 406987, 407, 4088, 4308, 4311, 4342, 440435, 442862, 4439, 444, 4547, 4598, 4647, 4693, 4720, 4751, 4882, 4883, 4913, 4942, 4976, 49855, 4990, 50, 5015, 5080, 51057, 51094, 51109, 51259, 5145, 5146, 5148, 5149, 5158, 51594, 51604, 5189, 5190, 5191, 5230, 5264, 5322, 5351, 54209, 54344, 54471, 54585, 54714, 54800, 54806, 54880, 54903, 55033, 55181, 55212, 55213, 55214, 5538, 55624, 55689, 55779, 55812, 55857, 5631, 56623, 56937, 57010, 57670, 57709, 582, 5828, 585, 59336, 5950, 5959, 5995, 6010, 6011, 6017, 60506, 60509, 6094, 6100, 611, 6121, 6247, 6295, 6314, 6327, 633, 64218, 644, 64802, 64834, 6497, 65062, 6508, 652, 65217, 65250, 6694, 6892, 7003, 7025, 7042, 7043, 7048, 726, 7274, 7275, 7287, 7399, 7401, 7439, 7516, 755, 762, 768206, 778, 7802, 7837, 7840, 7915, 79644, 79659, 79665, 79719, 79734, 79738, 79848, 79947, 79955, 80150, 80184, 80207, 80216, 8195, 83394, 83715, 84059, 84100, 84140, 84146, 84173, 84233, 84572, 84660, 8481, 84816, 84984, 85015, 85378, 8653, 875, 8754, 8787, 8842, 8974, 8996, 9081, 9082, 9084, 91137, 91147, 91181, 9129, 91452, 91574, 9187, 92211, 9227, 92482, 92749, 92840, 93589, 9364, 9371, 9497, 95681, 9657, 9699, 9785, 9987",860,4,324,1184
Facial hemangioma,"157570, 2776",11011,"10225, 171023, 1717, 1836, 246329, 26040, 2737, 28952, 4247, 5447, 5500, 56896, 57020, 79644, 80036, 9401, 9630, 9897, 9939",2,1,19,21
Interrupted aortic arch,"118856, 137814, 2260, 2294, 23129, 2627, 3845, 4613, 54487, 54916, 55636, 56006, 6899, 7403, 745, 8085, 8214, 8220, 8802, 9723, 9993","144568, 146862, 23493, 2657, 4035, 4091, 4607, 4624, 5337, 64926, 6654, 8216, 84700, 92749, 9784, 9968",129563,21,16,1,22
Retinal hole,"1280, 1499, 4041, 4693, 652, 79797, 8322","1301, 54716, 5585, 7439, 745, 94233",,7,6,0,7
Nail dystrophy,"10084, 10269, 10616, 10651, 10714, 1075, 10804, 10848, 121391, 126695, 1294, 130340, 1308, 132884, 134218, 1349, 136647, 1493, 16, 162514, 1736, 1763, 1828, 1832, 19, 2068, 2071, 2121, 22861, 2316, 23328, 2550, 26137, 26277, 26525, 2697, 2706, 284654, 2934, 2961, 3106, 3229, 3248, 326, 340061, 3655, 3675, 3691, 3728, 3852, 3853, 3854, 3861, 3868, 3872, 3891, 3892, 3909, 3914, 3918, 4014, 404672, 4047, 4141, 4312, 4598, 4791, 4792, 4851, 4869, 488, 4914, 5073, 50943, 51062, 51360, 51371, 51750, 526, 5297, 5317, 5339, 54463, 545, 547, 54800, 55135, 55505, 55651, 5604, 5605, 56916, 56992, 57217, 6117, 6335, 64065, 64682, 64840, 64858, 65057, 65125, 6605, 667, 6720, 673, 6774, 6897, 7012, 7015, 7051, 7133, 7157, 7298, 7319, 7373, 7486, 7737, 7879, 79650, 79977, 80169, 80326, 8085, 833, 8456, 8517, 860, 8626, 8815, 92345, 940, 977","4763, 81607","1041, 1475, 1499, 2263, 3845, 3848, 4000, 4035, 4094, 54914, 5818, 6303, 79719, 9401",133,2,14,147
Raynaud phenomenon,"103, 11277, 51816, 6696, 6775, 721",23452,"100147744, 10269, 10318, 10535, 1188, 1282, 134353, 1380, 1493, 1773, 189, 2113, 2213, 2215, 221895, 25939, 26191, 27235, 2982, 29927, 3123, 3265, 340061, 3500, 3586, 3654, 3663, 3684, 3930, 4000, 4204, 51284, 5133, 54, 54899, 54941, 55024, 6303, 640, 64135, 6559, 7128, 720, 7292, 7332, 79621, 79932, 81575, 84153",6,1,49,55
Hyperostosis,"10312, 121340, 1277, 139285, 1643, 2068, 207, 2072, 2260, 2316, 23516, 23592, 2591, 2697, 2776, 2778, 28962, 3178, 3181, 3425, 3845, 4038, 4041, 4089, 4125, 4854, 4982, 50964, 5251, 5290, 55315, 5573, 5604, 56172, 57187, 5728, 6197, 6578, 7040, 7415, 7454, 7456, 760, 7840, 84701, 8600, 8792, 9791","166929, 256471, 4088, 4222, 51384, 5352, 5934, 8074, 9050","1499, 2071, 2073, 6916, 7507, 7508",48,9,6,54
Multiple suture craniosynostosis,"2077, 2263",3572,"1312, 221037, 2812, 421, 6239, 6899, 7290, 7291, 7353, 9632",2,1,10,12
Exocrine pancreatic insufficiency,"1029, 1056, 1080, 11254, 11330, 115019, 134218, 1497, 170302, 182, 1909, 197131, 2212, 22802, 22827, 23019, 23022, 256297, 26060, 2627, 2645, 2729, 2947, 3077, 3162, 3172, 3630, 3651, 3767, 3783, 3845, 4089, 4282, 4680, 4760, 5078, 51119, 51164, 51651, 5265, 537, 54914, 5557, 5644, 5645, 57003, 57570, 640, 6550, 6556, 6690, 672, 6729, 675, 6774, 6804, 6833, 6927, 6928, 7040, 7157, 7468, 79631, 79728, 8462, 84701, 8481, 8565, 8567, 9451","142, 1591","1084, 285282",70,2,2,72
Biliary tract neoplasm,"10507, 199221, 2859, 3077, 410, 4485, 5314, 5660, 5774, 6098, 654, 672, 675, 6794, 6925","1493, 23657, 4283, 6935, 7157",54894,15,5,1,16
Hyperlipidemia,"100033413, 10165, 10269, 10342, 10522, 10555, 10651, 10743, 10878, 11020, 11128, 11145, 1130, 116519, 123016, 129880, 132320, 1374, 1376, 145624, 150, 157657, 1581, 1588, 165, 166379, 178, 182, 19, 2010, 201294, 208, 213, 2137, 2193, 2235, 2273, 22954, 23028, 23040, 23096, 2314, 23224, 23345, 2353, 23742, 2538, 2542, 255738, 25970, 26119, 26160, 26580, 2710, 2717, 27241, 2819, 284119, 286053, 2998, 3075, 3078, 331, 338, 338328, 338433, 344, 348, 3604, 3931, 3949, 3952, 3953, 3988, 3990, 3998, 4000, 4023, 4040, 4160, 435, 4644, 4867, 50485, 50619, 51057, 51099, 51128, 5130, 51604, 5256, 5257, 5283, 5294, 5346, 54551, 54585, 5468, 54903, 55212, 55315, 55388, 5551, 5696, 5699, 582, 583, 5836, 585, 5873, 63036, 63924, 64240, 64241, 64788, 6514, 6573, 6609, 6813, 7274, 7486, 7518, 7555, 7681, 7827, 7840, 791114, 79188, 79738, 80067, 80173, 80184, 81, 8195, 83483, 83550, 84100, 84699, 84868, 84984, 8565, 857, 8676, 8694, 8879, 8924, 90411, 9049, 9056, 9149, 92482, 93627","27329, 3146, 3638","10806, 109, 2778, 284654, 3653, 3991, 4854, 4868, 49855, 5261, 5424, 5692, 57104, 79798",152,3,14,166
Ureteropelvic junction obstruction,"10297, 10861, 10992, 147912, 1717, 2138, 25778, 2782, 3209, 4654, 64321, 64324, 6495, 6928, 7355, 7403, 7528, 7750, 79813, 8085, 9096, 9487","1950, 652",2972,22,2,1,23
Secundum atrial septal defect,"2657, 4624, 6910, 70, 8085, 92579",5781,"10079, 10765, 11128, 11274, 132, 1482, 1974, 2314, 256297, 2627, 27145, 285590, 29081, 3417, 4212, 439, 471, 4763, 490, 5396, 55027, 55636, 59336, 6135, 64121, 6472, 6789, 699, 7026, 7403, 79759, 7994, 79989, 80055, 8260, 8294, 83475, 8364, 85459, 91949, 9325",6,1,41,47
Hand monodactyly,"1749, 1750, 55636, 58513, 6468, 6910, 727857, 7480, 7979, 8626, 8945","10054, 7481",,11,2,0,11
Achromatopsia,"1261, 22926, 2780, 51594, 54714",5080,,5,1,0,5
Anterior uveitis,"26191, 3559, 4282, 5771, 64127, 919",3075,"10273, 144811, 3106, 3123, 326, 355, 3560, 3569, 6775, 7128, 79722, 8517",6,1,12,18
Hemiplegia,"1282, 1284, 1493, 170302, 2260, 2517, 26191, 2776, 2782, 3113, 3115, 3654, 3845, 4519, 477, 478, 4854, 4878, 50485, 5053, 51816, 5551, 5657, 57465, 6303, 6323, 6331, 6507, 6696, 6775, 773, 80169","10215, 10763, 1956, 2705, 7157, 7431","112476, 158, 23221, 2581, 27235, 4568, 54840, 6326, 6513, 6821, 727676, 81704",32,6,12,44
Sinus tachycardia,"2034, 4625, 6261",776,"1743, 1788, 2271, 23095, 2548, 368, 411, 4149, 4191, 4763, 54949, 55654, 5830, 5979, 6389, 6390, 6391, 6392, 7169, 7170, 7428, 8402, 84665, 8815, 9681",3,1,25,28
Allodynia,"11280, 1890, 5428, 6335, 6336",,,5,0,0,5
Decreased glomerular filtration rate,"1187, 1188, 1534, 189, 2538, 2542, 29880, 29927, 3081, 3675, 4582, 5076, 5087, 51726, 51816, 5310, 5311, 56606, 6569, 7369, 7809, 80114, 83480, 846, 9056","1184, 23411","116085, 23193, 284086, 79796, 9742",25,2,5,30
Hemivertebrae,"10683, 10735, 10992, 145173, 145873, 182, 1855, 1857, 1984, 2187, 2260, 22827, 2535, 2737, 28952, 3021, 388015, 4038, 4621, 4920, 4990, 4998, 51360, 526, 5447, 54499, 546, 55384, 55636, 55777, 56896, 5727, 57465, 5885, 60, 6650, 6651, 6657, 6909, 6911, 7403, 7474, 7476, 79158, 8085, 84667, 8517, 8558, 8567, 8643, 8788, 8942, 91039, 9723, 9791","1778, 2018, 23443, 392255, 4222, 5075, 9573","10606, 10682, 134701, 26175, 51684, 57020, 9897",55,7,7,62
Action tremor,"10273, 10280, 10352, 10382, 10397, 10531, 10749, 11128, 1181, 1476, 2074, 2259, 23064, 23114, 23261, 2332, 23600, 2554, 26090, 2643, 2705, 3295, 339453, 343641, 3615, 3708, 3748, 3752, 3766, 3781, 391356, 4099, 410, 4359, 440193, 5155, 5428, 55532, 55703, 55768, 5981, 6310, 6311, 6323, 6326, 6335, 63982, 6622, 7276, 79587, 80208, 8398, 950, 9927",,"100996717, 10159, 10501, 10528, 10558, 10667, 10908, 10935, 10939, 11315, 1161, 1200, 123606, 124997, 1293, 131118, 131669, 136647, 144165, 16, 1814, 1822, 200403, 2058, 2068, 207, 2071, 22, 221496, 221927, 23230, 23400, 23533, 2395, 2521, 2566, 25793, 25814, 25885, 2592, 26011, 26275, 26278, 26580, 267010, 2678, 27010, 27235, 284217, 2898, 28982, 2937, 2961, 3145, 3329, 3475, 353116, 3735, 4001, 404672, 4128, 4361, 4508, 4512, 4514, 4519, 4535, 4536, 4538, 4539, 4540, 4541, 4604, 472, 4720, 4841, 4884, 492, 4929, 4983, 5071, 50801, 51117, 51308, 51506, 5192, 5277, 5290, 5293, 5297, 5354, 5373, 5376, 54499, 5457, 54664, 54870, 54936, 54968, 54974, 55129, 5521, 55280, 56006, 5610, 5660, 57165, 5728, 57338, 57410, 57526, 57679, 5832, 5917, 6253, 6324, 6342, 63929, 6548, 6711, 6712, 6785, 6897, 6908, 7054, 7080, 7084, 7175, 7274, 7345, 7436, 7532, 773, 7737, 775, 80207, 80704, 81562, 833, 84277, 84504, 84668, 84919, 85300, 8575, 8913, 8996, 90417, 91137, 91452, 9150, 9217, 9256, 9420, 9445, 9524, 9725",54,0,157,211
Abnormal shoulder morphology,"1277, 1292, 2263, 368, 4000, 4010, 5167, 860, 865",7422,"100151683, 10265, 10564, 11285, 114049, 1146, 124583, 126792, 1278, 1289, 1290, 1303, 135886, 145258, 155368, 155382, 160418, 163175, 165, 1947, 2006, 2138, 2316, 2317, 23327, 23476, 2556, 26175, 26191, 26229, 26608, 27145, 2783, 2969, 29895, 3339, 339855, 3559, 3560, 3714, 375, 3835, 388015, 392255, 3984, 4131, 4222, 4621, 4998, 5033, 5075, 51085, 51633, 538, 54808, 54880, 55384, 55636, 55733, 55768, 55780, 55790, 5621, 57167, 5727, 5771, 59341, 5982, 6329, 63895, 6399, 64131, 64132, 64412, 6497, 653361, 6775, 6804, 6910, 7138, 7458, 7461, 79722, 8260, 83932, 84163, 84277, 8450, 84572, 8468, 84919, 8788, 8838, 8985, 9031, 91179, 919, 92255, 92344, 93587, 9469, 9569, 9573, 9896, 9939",9,1,105,114
Hemangiomatosis,"2022, 2658, 2776, 3417, 3845, 440275, 826",7157,"1836, 207, 2260, 2263, 3418, 4089, 5290, 5728, 5745, 5921, 595, 7010, 7428, 94",7,1,14,21
