Gene Set Name,# Genes DB1,# Genes DB2,# Common,Union Size,% Similarity
Exocrine pancreatic insufficiency,72,72,70,74,94.59
Exodeviation,158,121,108,171,63.16
Exstrophy,7,22,7,22,31.82
Extrahepatic cholestasis,10,10,6,14,42.86
Exudative retinopathy,57,15,7,65,10.77
Facial hemangioma,21,3,2,22,9.09
Facial tics,15,2,1,16,6.25
Failure of eruption of permanent teeth,5,2,1,6,16.67
Failure to thrive in infancy,129,22,21,130,16.15
Fair hair,20,20,16,24,66.67
Fatigable weakness of bulbar muscles,64,5,4,65,6.15
Fatigue,500,471,461,510,90.39
Feeding difficulties in infancy,641,558,554,645,85.89
Female pseudohermaphroditism,7,10,7,10,70.0
Femur fracture,5,9,5,9,55.56
Fetal akinesia sequence,34,22,21,35,60.0
Fetal ultrasound soft marker,129,126,116,139,83.45
Few cafe-au-lait spots,7,2,2,7,28.57
Fibroadenoma of the breast,9,2,1,10,10.0
Finger aplasia,93,9,9,93,9.68
Finger clinodactyly,532,444,419,557,75.22
Fingernail dysplasia,16,31,16,31,51.61
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material,6,6,5,7,71.43
Flared iliac wing,22,23,22,23,95.65
Flat face,639,114,114,639,17.84
Flattened epiphysis,47,7,7,47,14.89
Floppy infant,194,195,186,203,91.63
Foam cells,16,21,14,23,60.87
Focal autonomic seizure,11,18,11,18,61.11
Focal dystonia,140,113,107,146,73.29
Focal hyperkinetic seizure,7,17,6,18,33.33
Focal impaired awareness seizure,177,35,34,178,19.1
Focal motor status epilepticus,17,25,16,26,61.54
Focal sensory seizure,18,23,14,27,51.85
Follicular hyperplasia,15,21,14,22,63.64
Foot dorsiflexor weakness,147,140,137,150,91.33
Foot oligodactyly,11,11,10,12,83.33
Frontal cortical atrophy,13,14,11,16,68.75
Fulminant hepatic failure,7,2,1,8,12.5
Functional intestinal obstruction,10,14,10,14,71.43
Gait ataxia,267,248,244,271,90.04
Gangrene,56,8,7,57,12.28
Gastrointestinal arteriovenous malformation,5,19,5,19,26.32
Gastrointestinal desmoid tumor,7,17,7,17,41.18
Gastrointestinal eosinophilia,16,18,14,20,70.0
Gastrointestinal obstruction,93,91,84,100,84.0
Gastrointestinal ulcer,51,70,48,73,65.75
Generalized aminoaciduria,15,21,14,22,63.64
Generalized dystonia,35,26,26,35,74.29
Generalized edema,27,7,6,28,21.43
Generalized hyperkeratosis,14,3,2,15,13.33
Generalized hyperpigmentation,39,5,4,40,10.0
Generalized hypopigmentation of hair,50,54,49,55,89.09
Generalized muscle weakness,134,135,130,139,93.53
Generalized weakness of limb muscles,5,16,4,17,23.53
Genu valgum,670,151,148,673,21.99
Giant cell hepatitis,5,6,5,6,83.33
Giant platelets,12,17,12,17,70.59
Gingival recession,7,4,3,8,37.5
Gingivitis,34,5,5,34,14.71
Glutaric aciduria,7,23,7,23,30.43
Goiter,62,58,57,63,90.48
Gonadal neoplasm,106,94,92,108,85.19
Gonadotropin deficiency,8,5,5,8,62.5
Hamartomatous polyposis,15,5,5,15,33.33
Hamstring contractures,9,21,9,21,42.86
Hand apraxia,6,1,1,6,16.67
Hand monodactyly,11,13,11,13,84.62
Hand muscle weakness,51,30,29,52,55.77
Helicobacter pylori infection,5,9,3,11,27.27
Hemangioblastoma,18,31,16,33,48.48
Hemangiomatosis,21,8,7,22,31.82
Hematemesis,21,24,17,28,60.71
Hematochezia,42,8,7,43,16.28
Hemianopia,59,54,49,64,76.56
Hemihypertrophy,26,23,23,26,88.46
Hemiplegia,44,38,32,50,64.0
Hemivertebrae,62,62,55,69,79.71
Hepatic fibrosis,151,137,130,158,82.28
Hepatitis,92,88,79,101,78.22
Hernia,616,76,75,617,12.16
Herpes simplex encephalitis,10,8,6,12,50.0
Heterotaxy,30,9,8,31,25.81
High forehead,313,289,282,320,88.12
Highly arched eyebrow,226,31,31,226,13.72
Hip dislocation,755,72,71,756,9.39
Histiocytosis,6,12,6,12,50.0
Humeroradial synostosis,11,3,3,11,27.27
Hydrometrocolpos,29,4,4,29,13.79
Hydrops fetalis,182,119,117,184,63.59
Hyperactive deep tendon reflexes,28,32,26,34,76.47
Hyperactivity,565,244,244,565,43.19
Hyperacusis,29,29,28,30,93.33
Hyperextensibility of the finger joints,26,30,24,32,75.0
Hyperkalemia,41,45,39,47,82.98
Hyperleucinemia,5,3,1,7,14.29
Hyperlipidemia,166,155,152,169,89.94
Hypermethioninemia,9,5,5,9,55.56
Hyperostosis,54,57,48,63,76.19
Hyperpigmentation in sun-exposed areas,7,3,3,7,42.86
Hypertelorism,872,784,781,875,89.26
Hypertension,450,259,258,451,57.21
Hyperventilation,40,38,37,41,90.24
Hypocalcemia,87,28,28,87,32.18
Hypocalcemic tetany,10,11,9,12,75.0
Hypochloremia,7,5,4,8,50.0
Hypoglycemic coma,22,4,3,23,13.04
Hypoglycosylation of alpha-dystroglycan,11,9,8,12,66.67
Hypohidrosis,75,67,66,76,86.84
Hypokalemia,102,75,74,103,71.84
Hypokalemic alkalosis,13,18,12,19,63.16
Hypokalemic metabolic alkalosis,10,14,8,16,50.0
Hypoketotic hypoglycemia,15,8,8,15,53.33
Hypokinesia,57,60,54,63,85.71
Hypolipoproteinemia,69,66,65,70,92.86
Hypopigmentation of the skin,215,56,56,215,26.05
Hypopituitarism,186,50,50,186,26.88
Hypoplasia of penis,415,403,399,419,95.23
Hypoplasia of the fovea,36,45,33,48,68.75
Hypoplasia of the iris,63,36,33,66,50.0
Hypoplasia of the uterus,53,6,5,54,9.26
Hypoplastic anemia,7,34,7,34,20.59
Hypoplastic aortic arch,14,5,4,15,26.67
Hypoplastic fingernail,53,58,48,63,76.19
Hypoplastic iris stroma,8,10,8,10,80.0
Hypoplastic nipples,41,43,39,45,86.67
Hypoplastic spleen,10,19,10,19,52.63
Hyporeflexia of upper limbs,10,19,10,19,52.63
Hyposmia,52,52,51,53,96.23
Hypotelorism,147,146,139,154,90.26
Hypotension,112,104,103,113,91.15
Hypouricemia,17,8,7,18,38.89
Ileus,34,32,30,36,83.33
Immotile cilia,13,11,10,14,71.43
Impaired mastication,52,54,50,56,89.29
Impaired myocardial contractility,10,26,9,27,33.33
Impaired pain sensation,84,86,80,90,88.89
Imperforate hymen,5,13,4,14,28.57
Impotence,62,62,52,72,72.22
Increased circulating aldosterone concentration,33,10,9,34,26.47
Increased circulating androgen concentration,19,4,4,19,21.05
Increased circulating gonadotropin level,94,92,88,98,89.8
Increased circulating hemoglobin concentration,14,17,14,17,82.35
Increased circulating lactate dehydrogenase concentration,84,19,19,84,22.62
Increased corneal thickness,5,4,4,5,80.0
Increased density of long bones,573,23,21,575,3.65
Increased female libido,18,17,14,21,66.67
Increased inflammatory response,1380,1234,1229,1385,88.74
Increased mean platelet volume,28,18,17,29,58.62
Increased pulmonary vascular resistance,13,20,12,21,57.14
Increased sensitivity to ionizing radiation,14,6,5,15,33.33
Infantile spasms,159,161,146,174,83.91
Infection following live vaccination,25,24,23,26,88.46
Inflammation of the large intestine,132,37,36,133,27.07
Inguinal hernia,342,255,248,349,71.06
Inheritance qualifier,336,323,309,350,88.29
Insistence on sameness,6,14,6,14,42.86
Insulin resistance,111,75,74,112,66.07
Insulinoma,6,3,2,7,28.57
Intermittent diarrhea,22,25,21,26,80.77
Intermittent episodes of respiratory insufficiency due to muscle weakness,14,4,3,15,20.0
Interosseus muscle atrophy,5,9,5,9,55.56
Interrupted aortic arch,22,37,21,38,55.26
Intervertebral disk degeneration,6,2,2,6,33.33
Intestinal atresia,67,65,61,71,85.92
Intestinal lymphangiectasia,5,3,3,5,60.0
Intestinal malrotation,155,142,137,160,85.62
Intraventricular hemorrhage,10,3,2,11,18.18
Involuntary vocalization,52,54,48,58,82.76
Iridocyclitis,12,15,10,17,58.82
Iris coloboma,181,161,154,188,81.91
Iris hypopigmentation,63,10,10,63,15.87
Iris melanoma,5,5,4,6,66.67
Iris transillumination defect,15,22,15,22,68.18
Iron accumulation in brain,16,17,13,20,65.0
Irregularly shaped sperm tail,17,21,14,24,58.33
Joint stiffness,202,196,189,209,90.43
Juvenile cataract,11,29,11,29,37.93
Juvenile myelomonocytic leukemia,18,32,15,35,42.86
Ketotic hypoglycemia,12,20,11,21,52.38
Knee contracture,140,107,102,145,70.34
Knee joint hypermobility,5,17,5,17,29.41
Lacrimal duct aplasia,11,2,2,11,18.18
Lacrimal duct stenosis,20,20,20,20,100.0
Lacrimation abnormality,93,86,85,94,90.43
Lactic acidosis,203,175,172,206,83.5
Large fontanelles,205,30,30,205,14.63
Large for gestational age,53,67,50,70,71.43
Large posterior fontanelle,19,28,17,30,56.67
Large sella turcica,14,19,12,21,57.14
Laryngeal edema,5,2,2,5,40.0
Laryngotracheal stenosis,5,8,5,8,62.5
Late young adult onset,43,48,41,50,82.0
Late-onset proximal muscle weakness,7,4,3,8,37.5
Lateral ventricle dilatation,95,19,18,96,18.75
Leber optic atrophy,10,20,10,20,50.0
Left ventricular hypertrophy,117,54,54,117,46.15
Left ventricular noncompaction cardiomyopathy,22,14,13,23,56.52
Leiomyosarcoma,28,29,26,31,83.87
Leukoencephalopathy,238,96,96,238,40.34
Limb ataxia,92,86,84,94,89.36
Limb dystonia,86,80,78,88,88.64
Limb joint contracture,541,447,444,544,81.62
Limb muscle weakness,364,338,337,365,92.33
Limb-girdle muscle weakness,102,51,51,102,50.0
Limitation of knee mobility,65,6,5,66,7.58
Limitation of neck motion,38,10,10,38,26.32
Limited neck range of motion,11,17,9,19,47.37
Localized skin lesion,959,816,800,975,82.05
Long foot,28,46,26,48,54.17
Long nasal bridge,5,25,5,25,20.0
Long nose,42,40,36,46,78.26
Long toe,46,51,42,55,76.36
Long upper lip,8,16,7,17,41.18
Loss of eyelashes,6,15,6,15,40.0
Loss of subcutaneous adipose tissue in limbs,11,15,10,16,62.5
Low anterior hairline,146,26,25,147,17.01
Low back pain,15,21,12,24,50.0
Low serum calcitriol,7,12,7,12,58.33
Lower eyelid coloboma,10,4,3,11,27.27
Lower limb asymmetry,50,7,6,51,11.76
Lower limb hyperreflexia,91,90,85,96,88.54
Lower limb spasticity,269,257,257,269,95.54
Lumbar hyperlordosis,630,6,6,630,0.95
Lymphangiectasis,10,12,9,13,69.23
Lymphangioma,11,4,3,12,25.0
Lymphoproliferative disorder,17,21,17,21,80.95
Macular hyperpigmentation,7,2,1,8,12.5
Macular scar,5,3,3,5,60.0
Macular thickening,108,29,29,108,26.85
Macule,235,225,221,239,92.47
Malaise,46,51,41,56,73.21
Malar flattening,280,206,201,285,70.53
Malignant neoplasm of the central nervous system,99,90,86,103,83.5
Mandibular aplasia,13,23,13,23,56.52
Maternal autoimmune disease,14,15,13,16,81.25
Maturity-onset diabetes of the young,21,17,17,21,80.95
Median cleft upper lip,41,54,34,61,55.74
Medulloblastoma,19,33,19,33,57.58
Membranoproliferative glomerulonephritis,9,6,5,10,50.0
Meningioma,44,27,27,44,61.36
Mental deterioration,397,70,63,404,15.59
Metabolic alkalosis,19,10,10,19,52.63
Metamorphopsia,46,42,41,47,87.23
Metatarsal synostosis,7,10,7,10,70.0
Methemoglobinemia,6,4,4,6,66.67
Methylmalonic aciduria,23,14,14,23,60.87
Microangiopathic hemolytic anemia,15,13,13,15,86.67
Microcytic anemia,51,45,43,53,81.13
Microphallus,17,6,6,17,35.29
Middle age onset,256,252,237,271,87.45
Midline defect of the nose,17,27,17,27,62.96
Minicore myopathy,9,12,9,12,75.0
Mitral valve calcification,36,9,7,38,18.42
Mitral valve prolapse,138,103,97,144,67.36
Mixed hearing impairment,40,12,11,41,26.83
Moderately short stature,5,14,5,14,35.71
Moon facies,15,15,15,15,100.0
Motor delay,1492,990,981,1501,65.36
Motor seizure,459,423,420,462,90.91
Mottled pigmentation,8,4,3,9,33.33
Multicystic kidney dysplasia,99,98,94,103,91.26
Multifocal cerebral white matter abnormalities,16,18,14,20,70.0
Multinodular goiter,7,12,7,12,58.33
Multiple gastric polyps,27,11,11,27,40.74
Multiple myeloma,8,5,4,9,44.44
Multiple renal cysts,76,80,70,86,81.4
Multiple suture craniosynostosis,12,3,2,13,15.38
Muscle abnormality related to mitochondrial dysfunction,105,32,31,106,29.25
Muscle fiber cytoplasmatic inclusion bodies,33,36,32,37,86.49
Muscle fiber tubular inclusions,8,2,1,9,11.11
Muscle flaccidity,16,2,1,17,5.88
Muscle spasm,189,36,35,190,18.42
Muscle stiffness,84,28,28,84,33.33
Muscle weakness,1553,991,988,1556,63.5
Myeloid leukemia,31,47,29,49,59.18
Myocardial fibrosis,20,27,18,29,62.07
Myocarditis,22,8,7,23,30.43
Myopia,722,118,117,723,16.18
Myotonia,34,12,12,34,35.29
Nail dysplasia,199,52,52,199,26.13
Nail dystrophy,147,135,133,149,89.26
Narrow internal auditory canal,15,21,13,23,56.52
Narrow mouth,239,32,31,240,12.92
Natal tooth,38,37,36,39,92.31
Nausea,101,37,36,102,35.29
Neck muscle weakness,95,45,44,96,45.83
Neonatal alloimmune thrombocytopenia,15,3,3,15,20.0
Neonatal hyperbilirubinemia,24,27,20,31,64.52
Neonatal omphalitis,10,12,9,13,69.23
Neonatal seizure,11,16,11,16,68.75
Neonatal seizure with electrographic correlate,5,6,4,7,57.14
Neoplasm of fatty tissue,58,14,14,58,24.14
Neoplasm of the adrenal cortex,28,8,7,29,24.14
Neoplasm of the anterior pituitary,66,15,15,66,22.73
Neoplasm of the eye,49,53,46,56,82.14
Neoplasm of the large intestine,121,115,111,125,88.8
Neoplasm of the thymus,6,3,2,7,28.57
Neoplasm of the tracheobronchial system,23,22,20,25,80.0
Nephrolithiasis,148,135,133,150,88.67
Nephrotic syndrome,140,122,120,142,84.51
Neuroinflammation,27,20,19,28,67.86
Nocturia,17,28,15,30,50.0
Nodular regenerative hyperplasia of liver,6,9,6,9,66.67
Non-midline cleft palate,28,4,3,29,10.34
Noncompaction cardiomyopathy,30,25,17,38,44.74
Nonketotic hypoglycemia,13,3,2,14,14.29
Nonprogressive cerebellar ataxia,10,6,5,11,45.45
Nonprogressive encephalopathy,5,14,5,14,35.71
Nontuberculous mycobacterial pulmonary infection,21,19,19,21,90.48
Normochromic anemia,39,38,32,45,71.11
Nystagmus,1108,971,969,1110,87.3
Ocular albinism,29,12,11,30,36.67
Ocular pain,20,33,20,33,60.61
Onychomycosis,23,23,22,24,91.67
Open mouth,125,125,120,130,92.31
Optic disc coloboma,29,31,27,33,81.82
Optic nerve compression,578,21,16,583,2.74
Oral aversion,17,21,16,22,72.73
Organic aciduria,125,31,31,125,24.8
Orofacial dyskinesia,28,29,27,30,90.0
Oromotor apraxia,28,2,2,28,7.14
Orthokeratotic hyperkeratosis,7,13,7,13,53.85
Osseous finger syndactyly,6,3,2,7,28.57
Osteolysis,115,80,78,117,66.67
Osteopathia striata,5,2,2,5,40.0
Osteopetrosis,20,29,18,31,58.06
Ovarian neoplasm,76,87,71,92,77.17
Overfriendliness,26,22,21,27,77.78
Overgrowth,47,48,44,51,86.27
Overgrowth of external genitalia,8,11,6,13,46.15
Overlapping fingers,85,38,33,90,36.67
Pain,1319,791,778,1332,58.41
Palmoplantar blistering,11,12,10,13,76.92
Pancreatic cysts,37,8,7,38,18.42
Pancreatic hypoplasia,24,37,22,39,56.41
Pancreatic islet cell adenoma,9,4,3,10,30.0
Pancreatic pseudocyst,5,2,2,5,40.0
Pancreatitis,104,97,91,110,82.73
Papilledema,28,34,25,37,67.57
Papilloma,58,54,51,61,83.61
Parasomnia,45,7,6,46,13.04
Parathyroid hyperplasia,10,4,3,11,27.27
Parietal bossing,8,15,8,15,53.33
Parietal foramina,14,14,14,14,100.0
Partial anomalous pulmonary venous return,11,23,11,23,47.83
Past medical history,184,162,158,188,84.04
Patellar aplasia,22,6,6,22,27.27
Patellar dislocation,98,8,8,98,8.16
Patellar subluxation,35,9,7,37,18.92
Pedal edema,57,4,3,58,5.17
Pelvic girdle amyotrophy,5,10,5,10,50.0
Periauricular skin pits,145,68,66,147,44.9
Perineal hypospadias,6,5,4,7,57.14
Periodontitis,64,39,32,71,45.07
Periorbital edema,108,102,100,110,90.91
Peripheral arterial stenosis,33,30,29,34,85.29
Peripheral visual field loss,104,103,97,110,88.18
Peritonitis,47,38,35,50,70.0
Periventricular cysts,16,5,4,17,23.53
Periventricular leukomalacia,53,53,48,58,82.76
Peroneal muscle atrophy,12,9,9,12,75.0
Peroneal muscle weakness,8,7,6,9,66.67
Persistently decreased total neutrophil count,9,26,9,26,34.62
Pes cavus,330,291,286,335,85.37
Pes planus,865,76,76,865,8.79
Pharyngitis,17,17,14,20,70.0
Phenotypic variability,84,83,78,89,87.64
Pheochromocytoma,28,27,27,28,96.43
Phocomelia,8,31,8,31,25.81
Pigmentary retinopathy,394,2,2,394,0.51
Pilomatrixoma,9,10,9,10,90.0
Platyspondyly,606,75,75,606,12.38
Pleural effusion,143,84,80,147,54.42
Pleuritis,28,38,27,39,69.23
Polyarticular arthropathy,52,52,48,56,85.71
Polyembolokoilamania,5,4,4,5,80.0
Polymorphic ventricular tachycardia,10,9,9,10,90.0
Polyuria,39,22,22,39,56.41
Poor appetite,617,43,42,618,6.8
Poor fine motor coordination,69,13,12,70,17.14
Portal fibrosis,18,10,9,19,47.37
Positional foot deformity,530,6,5,531,0.94
Postaxial foot polydactyly,70,26,26,70,37.14
Postaxial hand polydactyly,95,78,72,101,71.29
Posteriorly rotated ears,500,462,448,514,87.16
Preauricular skin tag,80,86,77,89,86.52
Premature arteriosclerosis,8,7,6,9,66.67
Premature loss of teeth,85,58,53,90,58.89
Premature ovarian insufficiency,66,24,23,67,34.33
Premature pubarche,13,3,2,14,14.29
Premature rupture of membranes,17,16,12,21,57.14
Premature thelarche,17,17,16,18,88.89
Prematurely aged appearance,200,175,166,209,79.43
Prenatal death,67,15,14,68,20.59
Primary hyperaldosteronism,10,8,7,11,63.64
Primary hyperparathyroidism,14,26,13,27,48.15
Primary hypothyroidism,5,15,3,17,17.65
Primary microcephaly,75,46,46,75,61.33
Proboscis,21,3,2,22,9.09
Profound global developmental delay,73,24,23,74,31.08
Progressive cerebellar ataxia,64,47,47,64,73.44
Progressive distal muscle weakness,19,23,16,26,61.54
Progressive external ophthalmoplegia,44,42,37,49,75.51
Progressive hearing impairment,64,27,26,65,40.0
Progressive macrocephaly,7,15,7,15,46.67
Progressive microcephaly,92,57,57,92,61.96
Progressive neurologic deterioration,72,59,54,77,70.13
Prolonged bleeding following procedure,32,30,28,34,82.35
Prolonged partial thromboplastin time,84,9,9,84,10.71
Prominent antihelix,16,29,14,31,45.16
Prominent forehead,301,65,65,301,21.59
Prominent interphalangeal joints,6,4,3,7,42.86
Prominent nasal bridge,240,223,215,248,86.69
Prostate cancer,32,34,30,36,83.33
Prostatitis,7,14,5,16,31.25
Protein-losing enteropathy,20,8,7,21,33.33
Protrusio acetabuli,37,4,3,38,7.89
Proximal amyotrophy,60,60,56,64,87.5
Proximal symphalangism of hands,8,13,7,14,50.0
Pseudobulbar paralysis,22,20,19,23,82.61
Pseudoepiphyses of hand bones,16,15,15,16,93.75
Pseudohypoaldosteronism,6,11,6,11,54.55
Psychomotor deterioration,20,28,20,28,71.43
Psychotic episodes,18,5,4,19,21.05
Pterygium,51,51,42,60,70.0
Ptosis,822,691,687,826,83.17
Puberty and gonadal disorders,1047,138,138,1047,13.18
Pulmonary artery stenosis,112,76,69,119,57.98
Pulmonary edema,30,26,24,32,75.0
Pulmonary lymphangiectasia,5,2,1,6,16.67
Punctate cataract,14,18,13,19,68.42
Quadriceps muscle atrophy,5,5,5,5,100.0
Quadriceps muscle weakness,22,27,20,29,68.97
Radial bowing,41,36,27,50,54.0
Radial deviation of finger,60,62,55,67,82.09
Radial deviation of the hand or of fingers of the hand,70,75,68,77,88.31
Raynaud phenomenon,55,7,6,56,10.71
Reactive hypoglycemia,7,10,7,10,70.0
Receptive language delay,16,4,4,16,25.0
Rectal fistula,26,34,23,37,62.16
Rectal polyposis,6,11,5,12,41.67
Rectal prolapse,81,53,50,84,59.52
Recurrent aspiration pneumonia,32,2,1,33,3.03
Recurrent cutaneous fungal infections,63,9,9,63,14.29
Recurrent ear infections,21,35,14,42,33.33
Recurrent fever,106,101,98,109,89.91
Recurrent hand flapping,30,28,25,33,75.76
Recurrent long bone fractures,5,2,1,6,16.67
Recurrent lower respiratory tract infections,252,235,222,265,83.77
Recurrent maladaptive behavior,1090,977,970,1097,88.42
Recurrent opportunistic infections,10,13,9,14,64.29
Recurrent pancreatitis,25,31,24,32,75.0
Recurrent paroxysmal headache,32,36,31,37,83.78
Recurrent protozoan infections,5,10,5,10,50.0
Recurrent sinusitis,76,83,70,89,78.65
Recurrent spontaneous abortion,12,11,6,17,35.29
Recurrent thrombophlebitis,7,19,7,19,36.84
Recurrent viral infections,61,27,27,61,44.26
Red hair,8,2,2,8,25.0
Reduced attention regulation,540,522,509,553,92.04
Reduced circulating prolactin concentration,22,27,21,28,75.0
Reduced forced expiratory volume in one second,30,12,11,31,35.48
Reduced forced vital capacity,39,48,36,51,70.59
Reduced pancreatic beta cells,7,12,7,12,58.33
Reduced progressive sperm motility,23,42,21,44,47.73
Reduced tendon reflexes,624,593,591,626,94.41
Redundant skin,94,86,83,97,85.57
Reflex seizure,22,26,20,28,71.43
Renal agenesis,214,190,185,219,84.47
Renal atrophy,7,13,7,13,53.85
Renal salt wasting,22,10,9,23,39.13
Renal tubular dysfunction,132,116,110,138,79.71
Repetitive compulsive behavior,13,17,12,18,66.67
Resting tremor,60,25,25,60,41.67
Restrictive behavior,17,26,17,26,65.38
Retinal arteriolar tortuosity,34,35,34,35,97.14
Retinal hole,7,13,7,13,53.85
Retinal neovascularization,10,14,10,14,71.43
Retinal pigment epithelial mottling,48,8,8,48,16.67
Rhinitis,114,15,15,114,13.16
Rhizomelic arm shortening,10,15,10,15,66.67
Rib segmentation abnormalities,13,3,2,14,14.29
Ridged fingernail,9,2,1,10,10.0
Right atrial enlargement,25,39,24,40,60.0
Rotary nystagmus,26,29,25,30,83.33
Saccadic smooth pursuit,26,6,5,27,18.52
Sagittal craniosynostosis,26,13,13,26,50.0
Salivary gland neoplasm,11,11,9,13,69.23
Sarcoma,165,144,138,171,80.7
Scaphocephaly,67,9,9,67,13.43
Scarring,123,86,85,124,68.55
Scarring alopecia of scalp,19,5,4,20,20.0
Schwannoma,16,22,16,22,72.73
Scleral staphyloma,10,15,10,15,66.67
Sclerocornea,49,9,9,49,18.37
Scleroderma,12,6,5,13,38.46
Sclerotic vertebral endplates,6,3,3,6,50.0
Seborrheic dermatitis,28,4,3,29,10.34
Secondary amenorrhea,72,23,23,72,31.94
Secundum atrial septal defect,47,7,6,48,12.5
Selective tooth agenesis,45,44,43,46,93.48
Severe global developmental delay,234,91,90,235,38.3
Severe intrauterine growth retardation,15,11,10,16,62.5
Severe varicella zoster infection,13,18,13,18,72.22
Severe viral infection,40,22,21,41,51.22
Severely reduced visual acuity,45,47,44,48,91.67
Shagreen patch,5,5,5,5,100.0
Shallow acetabular fossae,11,11,10,12,83.33
Shawl scrotum,25,27,24,28,85.71
Shield chest,32,29,17,44,38.64
Short clavicles,585,47,47,585,8.03
Short face,19,8,7,20,35.0
Short first metatarsal,5,19,5,19,26.32
Short middle phalanx of the 2nd finger,8,9,8,9,88.89
Short palpebral fissure,151,126,120,157,76.43
Short philtrum,257,242,236,263,89.73
Short sternum,14,19,13,20,65.0
Short thumb,127,110,105,132,79.55
Short tibia,27,32,25,34,73.53
Shoulder dislocation,32,4,3,33,9.09
Shoulder flexion contracture,9,18,9,18,50.0
Shoulder girdle muscle weakness,56,19,18,57,31.58
Silver-gray hair,6,4,3,7,42.86
Simple febrile seizure,28,4,4,28,14.29
Single transverse palmar crease,723,219,214,728,29.4
Sinus bradycardia,30,15,15,30,50.0
Sinus tachycardia,28,4,3,29,10.34
Skeletal dysplasia,633,335,335,633,52.92
Skeletal muscle atrophy,1124,500,492,1132,43.46
Skin appendage neoplasm,18,21,17,22,77.27
Skin dimple,126,84,77,133,57.89
Skin erosion,28,30,25,33,75.76
Skin rash,173,176,151,198,76.26
Slender finger,164,15,14,165,8.48
Sloping forehead,190,181,177,194,91.24
Slow pupillary light response,39,42,36,45,80.0
Slowed slurred speech,6,21,6,21,28.57
Slowly progressive,160,158,150,168,89.29
Small for gestational age,275,115,114,276,41.3
Small hand,122,117,105,134,78.36
Small nail,187,167,163,191,85.34
Small placenta,9,5,4,10,40.0
Small vessel vasculitis,5,3,2,6,33.33
Soft tissue sarcoma,117,102,98,121,80.99
Sparse eyelashes,78,79,72,85,84.71
Sparse lateral eyebrow,36,42,34,44,77.27
Spastic paraplegia,118,101,100,119,84.03
Spherocytosis,8,7,7,8,87.5
Spinal canal stenosis,46,51,44,53,83.02
Spinal cord tumor,13,21,10,24,41.67
Splanchnic vein thrombosis,24,5,5,24,20.83
Splenomegaly,495,459,443,511,86.69
Split foot,13,9,9,13,69.23
Spotty hyperpigmentation,9,2,1,10,10.0
Spotty hypopigmentation,9,13,8,14,57.14
Sprengel anomaly,54,54,49,59,83.05
Squamous cell carcinoma,70,82,64,88,72.73
Stapes ankylosis,8,16,8,16,50.0
Stiff skin,7,15,7,15,46.67
Stillbirth,32,32,30,34,88.24
Stomatocytosis,15,15,14,16,87.5
Subcortical heterotopia,12,19,12,19,63.16
Subcortical white matter calcifications,6,2,1,7,14.29
Subcutaneous nodule,92,97,91,98,92.86
Subdural hemorrhage,15,2,1,16,6.25
Submucous cleft palate,86,94,77,103,74.76
Submucous cleft soft palate,11,18,11,18,61.11
Subvalvular aortic stenosis,23,24,22,25,88.0
Sudden episodic apnea,19,2,1,20,5.0
Sudden unexpected death in epilepsy,10,13,7,16,43.75
Superficial thrombophlebitis,18,19,17,20,85.0
Supraventricular tachycardia,58,68,55,71,77.46
Sutural cataract,8,13,8,13,61.54
Syndactyly,842,366,365,843,43.3
Synostosis involving digits,17,23,17,23,73.91
Synostosis of carpal bones,26,3,3,26,11.54
Syringomyelia,33,32,27,38,71.05
Talipes equinovarus,461,355,352,464,75.86
Tapered finger,150,140,129,161,80.12
Tarsal synostosis,25,6,6,25,24.0
Temporal cortical atrophy,26,26,24,28,85.71
Temporal pattern,24,9,9,24,37.5
Teratoma,11,6,5,12,41.67
Tessier cleft,20,2,2,20,10.0
Testicular dysgenesis,13,15,13,15,86.67
Tetraparesis,123,118,112,129,86.82
Thenar muscle atrophy,63,17,15,65,23.08
Thick corpus callosum,19,23,17,25,68.0
Thick lower lip vermilion,154,126,125,155,80.65
Thick vermilion border,299,273,272,300,90.67
Thickened cortex of bones,573,33,33,573,5.76
Thickened skin,432,382,373,441,84.58
Thin nail,16,23,15,24,62.5
Thin ribs,80,67,51,96,53.12
Thin upper lip vermilion,330,27,27,330,8.18
Third degree atrioventricular block,12,19,11,20,55.0
Thoracic kyphoscoliosis,24,4,3,25,12.0
Thoracic platyspondyly,6,14,6,14,42.86
Thyroid agenesis,7,14,7,14,50.0
Tibial bowing,101,41,40,102,39.22
Tinnitus,71,63,56,78,71.79
Tissue ischemia,137,63,62,138,44.93
Toe joint contracture,60,8,8,60,13.33
Tongue muscle weakness,16,4,3,17,17.65
Tongue thrusting,17,3,3,17,17.65
Torsion dystonia,8,9,7,10,70.0
Total ophthalmoplegia,8,14,8,14,57.14
Transposition of the great arteries,85,88,69,104,66.35
Triangular mouth,21,40,20,41,48.78
Trichorrhexis nodosa,13,15,12,16,75.0
True hermaphroditism,21,29,21,29,72.41
Type 2 muscle fiber atrophy,19,17,16,20,80.0
Ulcerative colitis,17,9,8,18,44.44
Ulnar deviation of finger,65,13,13,65,20.0
Ulnar deviation of the hand,33,8,7,34,20.59
Ulnar deviation of the hand or of fingers of the hand,96,15,15,96,15.62
Ulnar deviation of the wrist,20,7,6,21,28.57
